AL,ANONYMOUS_1,CA,S,V40,FE,U4,PQINDEX,U6,B,ZN,P,CU,U14,BA,U20,MG,SI,U25,U50,Y_LABEL
8,1791,2611,8454,68.2,3,4439.0,7,1005.0,160,316,261,3,55.0,0,12.0,1,2,9.0,0.0,0
0,2901,45,3033,59.8,0,10065.0,5,3689.0,1,265,303,21,131.0,0,26.0,0,4,16.0,3.0,0
6,3931,2691,7885,99.0,17,42372.0,23,17587.0,94,414,319,1,241.0,0,33.0,2,3,15.0,14.0,0
4,1254,2540,9387,67.1,8,10798.0,18,2022.0,2,366,308,1,31.0,2,7.0,7,2,3.0,1.0,0
3,2463,3104,1165,44.8,4,39240.0,20,21524.0,481,601,395,120,799.0,0,121.0,0,2,46.0,1.0,0
5,1491,154,5265,40.2,2,11281.0,9,2620.0,5,399,322,16,224.0,6,47.0,0,162,17.0,0.0,1
2,6226,1272,2657,69.1,2,2788.0,5,242.0,31,192,150,0,11.0,0,4.0,0,0,3.0,0.0,0
0,1354,114,10030,67.1,23,56200.0,86,23066.0,18,128,139,5,1179.0,0,291.0,5,3,148.0,0.0,0
0,4455,121,4635,54.1,53,20709.0,13,4073.0,3,644,500,161,233.0,0,50.0,0,3,38.0,5.0,0
0,2506,19,1757,45.2,5,10777.0,3,641.0,5,654,433,8,13.0,0,1.0,3,2,1.0,0.0,0
54,6422,67,8684,60.5,11,9160.0,28,3281.0,3,406,301,7,116.0,4,22.0,0,2,15.0,0.0,1
3,3660,3442,2596,47.9,4,29786.0,5,2698.0,454,669,530,165,46.0,0,16.0,9,8,9.0,0.0,0
0,4103,2746,2329,47.3,8,43783.0,10,13986.0,1,546,404,12,21.0,0,1.0,7,22,0.0,0.0,0
4,3095,2716,1637,45.5,4,9994.0,6,1759.0,2,636,446,150,39.0,0,8.0,2,4,5.0,0.0,0
4,1000,2269,6552,51.4,6,6232.0,14,1380.0,5,546,384,3,42.0,0,11.0,0,0,4.0,3.0,0
8,5850,3093,1143,45.3,2,12216.0,1,583.0,73,667,453,168,23.0,0,4.0,1,0,2.0,0.0,0
0,2533,6,952,64.0,2,9104.0,5,154.0,2,95,118,29,4.0,0,2.0,1,0,1.0,1.0,0
1,1741,53,9040,59.3,8,17875.0,12,807.0,22,272,286,4,16.0,0,12.0,17,4,8.0,0.0,0
13,5933,3261,1437,68.6,20,33981.0,23,15554.0,172,360,286,9,51.0,0,5.0,3,19,2.0,2.0,1
5,6270,3467,5803,72.0,6,20762.0,5,9219.0,158,23,73,0,505.0,0,144.0,0,0,97.0,84.0,0
0,3273,50,6987,64.5,8,5393.0,7,500.0,2,259,203,1,37.0,0,10.0,0,1,5.0,0.0,0
2,3819,2948,3868,55.6,3,14519.0,9,10487.0,351,423,313,3,914.0,0,219.0,2,7,128.0,15.0,0
0,1716,116,1354,45.2,3,14644.0,15,2187.0,9,679,458,172,14.0,0,2.0,2,2,0.0,0.0,0
4,2400,3251,5988,57.0,79,11623.0,20,4013.0,230,353,268,116,133.0,0,57.0,2,3,39.0,1.0,0
0,5615,27,4209,54.9,37,4994.0,7,514.0,2,295,230,80,27.0,0,6.0,2,0,6.0,1.0,0
7,1182,34,1763,46.0,2,6211.0,7,1677.0,0,617,425,6,173.0,2,35.0,2,2,27.0,0.0,0
0,1725,140,2880,55.4,5,4726.0,5,631.0,0,453,332,9,70.0,0,29.0,0,2,18.0,15.0,0
2,1287,2678,1284,43.9,36,21402.0,8,1299.0,2,710,497,199,35.0,0,14.0,1,4,6.0,0.0,0
3,1735,10,4963,70.8,0,2557.0,5,584.0,0,6,94,0,34.0,0,8.0,0,0,5.0,1.0,0
1,5375,3079,6163,68.9,6,10639.0,13,2429.0,1,307,297,13,148.0,0,45.0,3,2,30.0,2.0,0
5,1723,2958,9944,65.2,5,4051.0,9,15.0,148,408,307,5,0.0,0,0.0,4,2,0.0,0.0,0
2,4214,3345,3457,50.3,6,11836.0,5,1075.0,110,622,418,6,89.0,1,26.0,1,1,16.0,0.0,0
0,3382,217,1068,45.9,0,1055.0,4,313.0,36,621,424,82,26.0,0,8.0,0,0,4.0,0.0,0
4,2381,42,9141,193.2,257,844421.0,334,412627.0,2,84,301,0,7327.0,0,961.0,3,22,381.0,241.0,0
0,9425,3,1484,43.9,2,2731.0,6,403.0,0,631,421,2,15.0,0,4.0,1,0,4.0,0.0,0
0,3132,13,1322,45.2,3,8571.0,7,3298.0,5,685,470,5,250.0,0,41.0,2,3,17.0,0.0,0
2,1455,3287,3909,59.5,7,154.0,11,95.0,16,421,306,4,16.0,0,4.0,2,0,3.0,2.0,0
2,2229,3019,1339,47.3,10,162414.0,37,83299.0,0,650,434,6,1340.0,0,201.0,1,2,96.0,82.0,0
3,3423,59,7050,54.2,12,11787.0,15,6875.0,149,466,365,9,242.0,0,42.0,0,3,32.0,0.0,0
364,1387,57,1184,45.4,1,528.0,11,59.0,21,623,417,96,4.0,4,4.0,1,0,1.0,1.0,1
0,3132,5,8019,68.0,7,4804.0,9,2970.0,7,304,266,7,255.0,0,33.0,0,3,30.0,2.0,0
0,4770,2,5581,68.6,12,27271.0,54,23682.0,202,304,244,8,649.0,0,241.0,0,3,166.0,47.0,0
3,3340,3311,2408,45.6,4,9630.0,20,1601.0,370,552,378,10,47.0,0,20.0,3,1,13.0,1.0,0
1,2407,2833,1340,43.4,86,8898.0,17,655.0,5,602,445,270,34.0,0,3.0,1,1,2.0,0.0,0
1,2061,129,7018,65.0,48,16771.0,28,1658.0,14,247,243,108,56.0,0,12.0,0,5,6.0,4.0,0
2,2603,119,1731,45.9,7,1762.0,7,424.0,6,719,471,8,23.0,0,4.0,3,3,3.0,0.0,0
0,2852,2422,1164,63.6,2,18036.0,5,526.0,3,753,591,16,22.0,0,9.0,2,1,6.0,1.0,1
1,2236,1183,4309,57.4,5,10967.0,5,5857.0,217,428,327,3,397.0,0,84.0,2,7,42.0,4.0,0
4,4178,3106,1161,44.7,2,8168.0,45,201.0,126,706,434,4,19.0,0,8.0,1,0,7.0,0.0,0
0,6990,15,6302,68.5,20,3301.0,5,1277.0,2,132,131,5,78.0,0,41.0,4,4,23.0,4.0,0
0,3499,50,2131,43.9,15,26402.0,9,10841.0,1,620,413,11,450.0,0,86.0,2,9,35.0,21.0,0
1,2825,77,1016,43.4,7,25650.0,11,2135.0,7,651,447,5,20.0,0,4.0,2,1,0.0,0.0,0
4,3851,3206,1342,44.6,7,17969.0,5,1368.0,322,718,480,111,39.0,0,12.0,0,2,7.0,0.0,0
4,2099,3190,1296,44.4,2,5352.0,9,1050.0,136,765,472,140,65.0,0,11.0,2,1,11.0,1.0,0
271,2457,140,1830,46.4,7,7638.0,5,442.0,23,712,483,4,25.0,6,6.0,0,1,4.0,0.0,1
4,8439,17,4392,60.5,2,11208.0,5,2291.0,3,338,284,12,100.0,0,17.0,6,0,11.0,6.0,1
6,1193,2524,1172,43.1,61,23919.0,7,14867.0,10,613,437,248,851.0,9,140.0,0,14,41.0,2.0,0
0,2897,10,1572,44.5,6,3373.0,8,607.0,0,777,513,6,15.0,0,3.0,0,2,1.0,1.0,0
4,1695,494,1199,45.0,3,15731.0,9,5801.0,2,654,446,6,314.0,2,66.0,2,5,42.0,1.0,1
1,1786,7,8795,66.8,19,11642.0,19,1871.0,2,318,250,1,94.0,0,30.0,2,1,14.0,4.0,0
3,4514,32,5785,55.9,15,18153.0,8,125.0,37,485,338,11,6.0,0,1.0,2,3,1.0,0.0,0
0,4143,149,1510,45.4,3,2899.0,5,1386.0,15,627,450,14,146.0,0,40.0,1,0,18.0,8.0,0
0,4964,112,3013,48.5,5,6405.0,11,513.0,0,695,448,13,17.0,0,4.0,2,0,2.0,0.0,0
8,1505,3318,2328,45.7,5,10208.0,5,716.0,158,664,451,130,39.0,0,20.0,2,2,16.0,0.0,0
0,2045,23,1041,44.4,2,8761.0,13,4343.0,196,676,447,7,59.0,0,44.0,0,4,30.0,18.0,0
0,2052,3406,822,44.3,4,409.0,3,90.0,6,600,404,1,1.0,1,0.0,3,2,0.0,0.0,0
2,9866,2379,6479,60.6,2,3256.0,32,540.0,21,176,206,5,93.0,0,71.0,1,0,43.0,9.0,1
4,1211,2757,1367,44.3,2,2917.0,13,456.0,8,734,497,12,92.0,2,32.0,0,0,28.0,3.0,0
4,1632,3503,1058,38.2,0,4570.0,7,101.0,361,663,435,32,10.0,0,10.0,0,0,5.0,5.0,0
2,2436,60,5278,68.3,3,20596.0,3,6070.0,1,11,42,0,119.0,0,41.0,0,0,25.0,0.0,0
1,2401,2550,6053,67.5,168,11854.0,59,5382.0,4,106,117,21,200.0,0,71.0,28,3,48.0,0.0,0
0,5573,134,8046,68.4,10,1011.0,13,429.0,3,276,227,3,21.0,0,3.0,0,2,3.0,3.0,0
3,1000,194,826,45.2,3,1682.0,7,382.0,4,495,348,6,33.0,0,8.0,0,0,7.0,0.0,0
2,2302,3024,1095,44.6,7,415255.0,45,70684.0,324,660,454,9,564.0,0,123.0,3,3,61.0,0.0,0
1,2498,2699,1441,44.1,7,15743.0,9,3841.0,5,657,444,10,105.0,0,12.0,4,3,4.0,0.0,0
5,6103,3248,2092,47.6,4,6326.0,11,2943.0,7,598,409,11,262.0,0,65.0,5,9,29.0,18.0,0
1,2058,79,1368,48.2,3,18275.0,17,4318.0,6,590,393,79,92.0,0,19.0,1,0,9.0,0.0,0
702,3770,274,6887,67.9,5,11297.0,7,7249.0,132,295,262,10,537.0,7,76.0,3,3,61.0,4.0,1
3,1687,3064,1405,47.0,3,3656.0,11,1356.0,81,652,443,6,76.0,0,8.0,2,0,4.0,4.0,0
62,4110,71,7696,69.9,8,22425.0,17,10513.0,196,292,238,4,820.0,0,260.0,0,1,115.0,8.0,1
2,1789,2921,1124,45.7,6,31608.0,11,12678.0,105,736,502,27,382.0,0,111.0,2,0,56.0,39.0,0
4,5542,41,1170,45.5,1,4623.0,12,2365.0,3,698,462,12,172.0,0,30.0,1,0,25.0,0.0,0
1,7115,102,914,45.0,2,538.0,17,154.0,0,604,422,5,12.0,0,3.0,1,0,2.0,2.0,0
4,8957,3152,10790,62.4,8,12917.0,17,4709.0,377,74,96,4,189.0,0,61.0,2,7,60.0,2.0,0
0,5161,22,5472,68.9,7,33750.0,6,7900.0,17,415,321,19,71.0,0,11.0,0,1,6.0,1.0,0
2,2351,34,8155,60.3,14,24532.0,11,1941.0,0,256,271,5,49.0,0,9.0,21,5,5.0,2.0,0
4,2901,3166,1755,71.3,3,11425.0,10,2545.0,134,436,323,0,77.0,0,10.0,2,0,3.0,0.0,0
0,1305,128,2021,45.6,4,33492.0,18,17627.0,0,691,573,23,151.0,0,12.0,2,0,8.0,6.0,0
0,1377,28,1359,43.3,184,9128.0,19,97.0,0,629,445,350,8.0,6,3.0,0,2,2.0,1.0,1
17,1380,11,3743,58.5,7,27927.0,28,11637.0,1,439,324,103,469.0,2,55.0,0,2,24.0,0.0,1
5,2070,3288,4600,52.1,7,4921.0,13,1245.0,410,542,401,96,17.0,0,1.0,0,0,0.0,0.0,0
4,1924,201,1159,44.4,5,15601.0,7,1705.0,208,674,431,6,113.0,0,45.0,3,2,31.0,12.0,0
3,2081,3229,1006,44.2,34,21399.0,12,3135.0,10,581,490,215,134.0,0,7.0,1,2,4.0,0.0,0
5,5710,3445,9107,69.0,12,16462.0,11,7075.0,389,270,216,3,83.0,0,11.0,2,1,9.0,4.0,0
3,2444,1957,3979,60.8,16,8161.0,26,3005.0,9,311,260,6,116.0,0,21.0,3,2,9.0,4.0,0
2,2094,39,1199,44.2,1,8122.0,6,1178.0,2,637,460,155,21.0,1,3.0,1,2,2.0,0.0,1
0,2063,135,1119,41.5,7,8562.0,8,5387.0,0,681,554,57,445.0,0,133.0,1,3,119.0,35.0,0
2,2579,0,1061,44.1,8,1991.0,7,1001.0,158,633,467,6,73.0,0,13.0,1,1,7.0,0.0,0
0,1693,191,1274,58.23,2,981.0,18,232.0,12,452,351,4,4.0,0,1.0,0,0,0.0,0.0,0
18,1261,2472,2833,46.9,4,24994.0,6,1050.0,1,536,375,158,48.0,6,6.0,2,3,3.0,1.0,0
2,2050,82,1511,46.5,3,31179.0,5,4703.0,2,553,373,3,265.0,0,18.0,0,0,12.0,12.0,0
120,1205,2510,1012,45.5,2,13946.0,8,1931.0,1,679,455,90,51.0,5,15.0,0,1,3.0,0.0,1
3,1417,2990,1222,44.6,2,3753.0,8,370.0,3,681,468,151,24.0,0,7.0,2,2,5.0,5.0,0
265,7671,210,1332,44.6,4,3110.0,10,224.0,10,709,466,11,9.0,4,2.0,2,0,2.0,0.0,1
2,6026,26,4458,51.3,10,5838.0,12,2018.0,186,424,345,5,213.0,0,33.0,3,3,11.0,5.0,0
0,2152,113,6009,65.0,7,3638.0,17,1688.0,90,326,254,0,179.0,1,50.0,0,2,33.0,13.0,0
2,1339,104,1866,46.0,12,22253.0,3,2724.0,51,661,427,9,27.0,21,1.0,2,3,0.0,0.0,0
0,1770,367,8300,67.3,13,8917.0,17,2164.0,14,308,246,2,191.0,0,73.0,0,1,58.0,2.0,0
2,1352,3185,2596,48.2,7,10947.0,4,774.0,94,606,463,277,30.0,3,11.0,6,3,9.0,0.0,0
5,2642,3008,3682,50.5,0,1468.0,9,341.0,96,593,402,5,59.0,9,4.0,0,0,2.0,0.0,1
0,2519,134,1531,42.0,1,8853.0,5,347.0,0,697,624,3,28.0,0,6.0,0,3,4.0,3.0,0
0,4407,43,2596,61.4,23,10015.0,21,1005.0,10,361,264,28,73.0,0,24.0,2,2,10.0,0.0,0
6,1800,14,8238,68.4,7,4982.0,21,283.0,4,340,270,0,19.0,0,4.0,3,2,4.0,2.0,0
0,1787,332,3194,63.3,15,39640.0,230,15616.0,12,367,327,2,1479.0,0,9.0,0,0,2.0,0.0,0
1,4129,75,6831,67.6,7,4146.0,26,2651.0,6,293,234,3,147.0,0,30.0,0,2,14.0,9.0,0
2,2037,3476,7494,65.6,15,23691.0,11,2691.0,409,403,340,4,97.0,0,16.0,0,3,12.0,6.0,0
1,2451,36,1633,48.9,4,13444.0,9,2592.0,26,524,369,11,85.0,0,17.0,2,1,9.0,0.0,0
0,3235,4,1723,42.1,0,4819.0,7,652.0,2,614,226,1,30.0,1,12.0,1,0,7.0,0.0,0
4,1336,3193,1484,45.4,6,38581.0,5,6741.0,158,600,398,8,190.0,0,36.0,2,2,26.0,0.0,0
3,1972,3761,7195,55.2,3,6095.0,27,317.0,144,233,196,0,5.0,0,2.0,5,0,1.0,1.0,0
2,1359,3550,3181,52.6,79,10485.0,34,584.0,101,397,340,130,36.0,0,3.0,2,1,3.0,0.0,0
2,2106,56,2452,46.9,10,6638.0,13,245.0,3,631,449,297,18.0,1,6.0,5,4,5.0,0.0,0
1,1649,2690,2204,47.2,11,22839.0,5,5541.0,9,503,389,13,100.0,1,17.0,4,24,9.0,8.0,0
5,3702,2991,2586,47.7,3,8877.0,18,1540.0,370,617,427,7,33.0,0,5.0,3,4,3.0,0.0,0
876,2800,406,10020,58.7,4,2364.0,18,355.0,14,371,296,0,13.0,8,2.0,0,0,2.0,0.0,1
0,1998,135,1095,44.2,2,35415.0,3,16393.0,14,695,489,158,40.0,0,6.0,1,1,3.0,0.0,0
4,1424,2862,1178,44.8,3,12640.0,14,5006.0,4,681,472,138,311.0,0,53.0,2,2,15.0,0.0,0
5,1183,2643,6867,63.4,149,19228.0,58,6600.0,20,265,236,64,268.0,4,88.0,1,10,36.0,0.0,0
7,1659,3257,1350,45.6,4,25478.0,12,14403.0,0,626,502,37,321.0,0,31.0,0,0,11.0,5.0,0
59,8672,149,4342,48.7,10,11770.0,22,3266.0,0,280,207,12,165.0,0,84.0,0,2,41.0,7.0,1
1,5546,68,6143,54.3,11,11912.0,22,186.0,5,237,165,10,7.0,0,3.0,0,6,2.0,1.0,0
7,2302,3112,2106,46.3,53,32096.0,12,9655.0,100,620,447,218,205.0,0,71.0,2,9,41.0,2.0,0
2,7942,3169,1340,45.0,5,43946.0,23,18986.0,16,631,407,9,232.0,0,48.0,2,2,48.0,0.0,0
1,1275,91,1581,44.8,425,21073.0,76,3194.0,17,626,476,362,98.0,0,26.0,0,4,5.0,0.0,0
1,2397,109,6669,41.6,6,28002.0,78,3654.0,12,190,159,1,11.0,0,2.0,0,0,0.0,0.0,0
3,1359,20,6903,61.8,26,25035.0,26,2894.0,3,421,316,15,75.0,0,16.0,0,4,9.0,3.0,0
5,1000,1813,7776,69.9,16,43365.0,16,9471.0,7,545,445,16,9.0,0,5.0,4,3,4.0,0.0,0
3,1436,2802,6378,55.5,4,20599.0,5,909.0,92,506,422,1,14.0,3,2.0,0,1,0.0,0.0,0
3,2080,3719,6664,62.7,114,6362.0,46,202.0,11,513,404,79,12.0,1,4.0,2,4,4.0,1.0,0
4,1446,19,1121,44.5,1,8256.0,11,542.0,0,687,458,64,19.0,3,6.0,2,1,6.0,0.0,0
4,2845,50,1416,45.3,9,6920.0,9,279.0,25,586,415,77,9.0,0,2.0,1,2,1.0,1.0,0
5,4365,3334,1160,44.7,3,5139.0,8,1092.0,138,634,426,9,13.0,0,1.0,0,0,1.0,1.0,0
2,4144,3637,1044,44.9,2,38583.0,8,4631.0,121,741,540,34,33.0,1,14.0,2,0,6.0,1.0,0
10,2753,126,3719,75.4,10,11948.0,5,5631.0,0,702,560,5,411.0,0,77.0,4,32,19.0,7.0,0
50,2019,68,1676,45.7,53,11001.0,11,2939.0,189,686,474,264,56.0,1,14.0,6,2,9.0,0.0,1
2,1352,2994,5083,59.6,18,18868.0,11,5836.0,100,15,49,0,250.0,3,53.0,0,5,38.0,26.0,0
4,1650,53,2443,46.0,7,22935.0,15,7877.0,195,259,228,8,1572.0,0,618.0,20,5,587.0,4.0,0
5,7954,3079,2087,47.1,9,15278.0,14,1104.0,0,449,346,11,8.0,0,1.0,4,21,1.0,1.0,0
1,3878,65,5674,61.2,4,25927.0,5,8322.0,2,370,296,11,487.0,0,81.0,5,4,37.0,0.0,0
5,1716,2653,7097,65.6,85,28680.0,35,3848.0,174,138,142,128,88.0,0,28.0,73,5,21.0,0.0,0
0,2432,16,1434,44.2,6,15802.0,25,1404.0,1,607,418,10,12.0,0,3.0,3,2,1.0,1.0,0
2,2138,3194,1451,47.2,3,22029.0,12,1016.0,120,707,435,7,24.0,0,5.0,2,0,3.0,1.0,0
6,2262,3330,1247,43.8,94,20001.0,18,1567.0,146,719,500,249,54.0,0,8.0,3,2,5.0,1.0,0
2,1405,3411,958,44.9,2,8199.0,8,837.0,109,681,444,5,10.0,1,6.0,1,1,2.0,0.0,0
2,4664,129,1649,44.1,5,32125.0,10,19112.0,11,701,486,12,4766.0,1,1972.0,2,36,1073.0,0.0,0
2,2085,5,6179,68.9,3,9328.0,16,4362.0,1,325,253,1,338.0,0,63.0,3,2,46.0,3.0,0
0,1410,7,3240,55.7,102,32484.0,34,6841.0,1,484,380,161,152.0,0,8.0,0,1,2.0,0.0,0
2,5451,2028,5941,59.8,3,2134.0,13,144.0,2,421,310,2,5.0,0,3.0,0,0,1.0,0.0,0
0,3403,101,1126,45.3,2,1152.0,8,380.0,3,633,428,9,15.0,0,3.0,2,3,2.0,1.0,0
1,1703,143,1587,45.0,7,28516.0,11,11252.0,19,655,432,7,45.0,0,7.0,0,2,3.0,0.0,0
6,4357,2658,3777,54.4,268,21409.0,57,1012.0,275,435,326,160,13.0,0,4.0,5,3,3.0,0.0,0
3,3659,3052,1308,44.5,3,1098.0,3,350.0,114,687,458,0,28.0,0,9.0,4,0,3.0,0.0,0
0,3820,32,1025,43.9,16,3269.0,8,332.0,149,599,475,153,16.0,0,1.0,4,3,1.0,0.0,0
1,2990,3122,809,44.0,2,2308.0,12,453.0,111,619,408,2,17.0,0,3.0,2,2,2.0,1.0,0
0,2452,130,4669,56.7,8,12031.0,1,2344.0,17,508,384,60,125.0,0,25.0,24,0,23.0,1.0,0
0,2420,126,1086,46.5,2,10709.0,29,1522.0,1,645,546,27,28.0,0,6.0,3,1,2.0,0.0,0
0,2761,34,998,53.0,1,1526.0,5,190.0,0,447,373,12,14.0,1,7.0,0,0,4.0,2.0,1
0,2038,149,8096,68.6,18,17806.0,20,415.0,4,341,251,2,22.0,0,6.0,6,3,4.0,3.0,0
1,4701,27,12130,66.4,4,4357.0,8,136.0,0,284,250,2,4.0,0,2.0,17,2,1.0,1.0,0
19,3796,168,2158,74.6,4,1813.0,5,312.0,0,456,340,2,13.0,0,4.0,4,12,4.0,3.0,0
2,2225,0,4343,68.9,8,30597.0,44,25386.0,174,190,172,2,841.0,2,244.0,0,12,165.0,3.0,0
2,3734,181,1113,44.5,23,26420.0,9,645.0,1,645,508,129,7.0,0,1.0,2,1,0.0,0.0,0
2,1715,11,1662,45.7,5,11927.0,12,2865.0,129,674,456,59,117.0,1,20.0,2,3,9.0,0.0,0
0,3989,70,3026,48.7,5,10089.0,0,987.0,2,521,358,7,87.0,0,28.0,0,0,16.0,2.0,0
0,1368,139,3184,55.7,8,13435.0,5,185.0,0,458,345,9,9.0,0,2.0,1,1,1.0,0.0,0
2,8839,89,1437,45.1,0,9905.0,15,1758.0,7,552,366,3,29.0,0,5.0,0,0,2.0,1.0,1
27,5519,50,9771,66.1,7,32563.0,25,3094.0,13,335,276,0,84.0,0,12.0,4,2,12.0,0.0,0
4,1401,144,1265,44.2,26,16319.0,18,3397.0,16,699,492,146,102.0,1,12.0,3,1,10.0,0.0,0
0,1084,33,7821,58.9,12,13206.0,10,8934.0,2,485,412,3,458.0,9,69.0,39,2,48.0,0.0,0
6,6410,3078,4542,70.3,4,16583.0,8,4653.0,380,296,217,8,24.0,0,3.0,1,2,3.0,0.0,0
0,3205,26,2153,45.3,6,3760.0,32,424.0,2,274,235,6,8.0,0,4.0,21,2,3.0,0.0,0
0,1723,162,3104,47.9,7,10628.0,11,857.0,19,860,526,9,8.0,0,2.0,4,0,1.0,1.0,0
1,1368,30,5548,54.6,21,15455.0,24,2359.0,0,501,369,5,145.0,3,19.0,3,6,17.0,1.0,0
2,1693,3723,4756,65.6,5,1358.0,5,390.0,414,249,198,41,11.0,0,4.0,1,9,3.0,1.0,0
0,2944,148,1204,43.8,109,3925.0,15,315.0,5,536,398,310,16.0,2,6.0,2,3,2.0,0.0,0
0,1390,271,1113,45.1,2,1544.0,1,223.0,109,677,441,7,2.0,1,1.0,2,2,0.0,0.0,0
2,1513,3256,1034,45.4,3,5121.0,14,2774.0,12,645,434,5,105.0,0,8.0,0,2,3.0,2.0,0
0,2435,2950,1413,44.0,3,1557.0,3,156.0,1,729,487,2,18.0,2,8.0,1,2,7.0,0.0,0
2,3470,4,8764,72.7,10,26848.0,34,20398.0,168,480,389,6,1563.0,0,371.0,1,3,151.0,55.0,0
1,1930,2626,5244,33.0,15,35985.0,16,16847.0,69,125,323,105,185.0,6,10.0,6,11,5.0,0.0,0
5,1860,3877,4914,37.7,6,36703.0,14,10331.0,113,1249,970,467,26.0,0,3.0,16,14,2.0,0.0,0
4,1175,2206,3680,50.6,4,17051.0,22,11622.0,9,492,353,2,1137.0,3,266.0,0,2,131.0,86.0,0
17,3774,33,1607,45.2,3,15937.0,8,4056.0,2,590,457,13,139.0,0,25.0,1,0,23.0,15.0,0
0,4529,61,10640,67.2,54,14328.0,12,2588.0,0,299,269,28,64.0,0,11.0,30,2,6.0,0.0,0
4,2134,3617,1373,44.6,2,1839.0,14,187.0,14,736,477,24,5.0,0,2.0,2,0,0.0,0.0,0
0,3415,160,2640,47.4,11,12169.0,15,1646.0,185,639,392,8,98.0,0,18.0,0,2,15.0,0.0,0
4,2487,3009,1103,44.0,7,2312.0,11,492.0,387,662,400,6,18.0,0,3.0,6,6,3.0,0.0,0
1,4567,265,1526,45.0,7,20155.0,3,8525.0,173,569,397,4,579.0,0,119.0,2,6,70.0,3.0,0
6,1914,2611,1649,46.7,6,14847.0,9,3301.0,97,646,480,13,76.0,0,15.0,2,2,5.0,0.0,0
2,7624,54,4681,66.8,4,6222.0,7,1783.0,2,367,295,3,116.0,0,37.0,0,0,23.0,21.0,0
2,9096,81,1798,45.3,3,21588.0,7,2785.0,0,621,518,39,77.0,0,20.0,0,0,9.0,2.0,0
2,4985,5,6799,69.0,13,16416.0,16,2691.0,9,376,318,0,93.0,0,28.0,0,2,23.0,17.0,0
40,1380,12,9068,47.0,10,79322.0,19,7654.0,1,427,362,60,239.0,2,148.0,3,2,85.0,40.0,0
0,1350,133,1038,44.7,3,19949.0,8,2174.0,19,575,418,7,32.0,0,4.0,3,1,2.0,1.0,0
3,1749,11,7119,60.0,3,18042.0,12,2574.0,20,537,439,49,98.0,0,30.0,7,2,13.0,0.0,0
14,2508,48,4981,56.7,107,24268.0,55,3062.0,1,551,394,142,107.0,0,15.0,0,3,10.0,5.0,1
3,2248,2634,1185,43.5,3,9280.0,29,1977.0,2,622,402,3,110.0,0,31.0,2,3,27.0,7.0,0
0,1735,25,1144,44.9,12,5017.0,8,2081.0,0,730,502,8,40.0,2,5.0,2,1,3.0,0.0,0
2,6542,3315,1787,47.3,0,1010.0,11,237.0,18,632,491,5,46.0,0,23.0,2,0,13.0,8.0,0
0,3484,118,4173,70.6,12,39220.0,19,20246.0,183,330,264,18,40.0,0,17.0,1,2,17.0,0.0,0
4,1259,1426,1477,45.4,4,17741.0,5,8003.0,8,700,459,26,788.0,6,216.0,2,3,200.0,141.0,0
3,1988,101,2655,48.1,4,34070.0,12,12723.0,10,553,402,185,8.0,1,1.0,7,3,1.0,0.0,0
0,1980,1,1111,45.4,1,1331.0,10,415.0,217,695,467,8,70.0,0,34.0,4,0,23.0,1.0,0
1,1676,7,4906,66.5,5,33132.0,23,2803.0,188,509,405,3,88.0,0,17.0,2,3,11.0,0.0,0
0,2027,119,1129,45.6,3,1685.0,16,258.0,16,720,463,7,3.0,0,2.0,3,0,2.0,1.0,0
1,5409,2691,1287,43.7,154,6780.0,22,257.0,122,596,446,320,28.0,0,6.0,0,2,5.0,0.0,0
1,2264,14,1166,44.0,142,15234.0,23,7176.0,19,638,473,259,290.0,0,89.0,1,5,24.0,0.0,0
0,1189,30,1400,44.2,68,19304.0,44,6210.0,2,652,479,247,141.0,5,12.0,1,6,3.0,0.0,1
3,2075,187,1141,45.6,3,4172.0,24,1389.0,150,691,440,12,62.0,0,8.0,2,5,4.0,2.0,0
108,1990,101,2069,57.9,11,192746.0,31,37942.0,2,345,283,8,361.0,0,120.0,0,2,90.0,10.0,1
5,2081,140,1181,44.1,55,13635.0,14,5116.0,15,612,444,199,240.0,0,28.0,2,1,18.0,3.0,0
2,2166,118,3736,66.6,12,33513.0,26,15712.0,4,98,145,19,440.0,0,91.0,5,5,87.0,1.0,0
179,5273,96,3933,49.8,1,6561.0,10,247.0,181,407,302,6,17.0,1,4.0,0,169,2.0,0.0,1
3,1084,2895,1300,46.6,6,5798.0,25,1236.0,9,702,467,8,101.0,2,24.0,3,4,8.0,3.0,0
5,1282,2340,1250,44.4,2,11874.0,9,2088.0,31,652,439,2,191.0,4,85.0,1,0,57.0,1.0,0
6,2453,3510,2493,48.3,5,6773.0,9,706.0,307,592,419,173,57.0,0,4.0,4,1,4.0,0.0,0
1,1791,38,4915,68.8,6,7962.0,4,2447.0,73,289,231,5,89.0,0,12.0,2,1,5.0,5.0,0
0,4362,39,7056,62.2,13,7092.0,6,1302.0,3,382,283,11,101.0,0,51.0,2,4,31.0,2.0,0
12,1189,2535,1654,45.1,3,3784.0,6,502.0,47,686,445,5,21.0,4,5.0,2,0,2.0,0.0,0
0,4628,42,5551,52.4,17,24264.0,20,10119.0,116,622,495,7,201.0,0,23.0,3,6,23.0,2.0,0
2,1537,3333,7628,70.3,3,1211.0,9,416.0,446,252,170,3,21.0,0,4.0,2,0,1.0,0.0,0
