COMPONENT_ARBITRARY,SAMPLE_TRANSFER_DAY,AG,AL,B,BA,BE,CA,CD,CO,CR,CU,FH2O,FNOX,FOXID,FSO4,FTBN,FE,FUEL,H2O,K,LI,MG,MN,MO,NA,NI,P,PB,PQINDEX,S,SB,SI,SN,SOOTPERCENTAGE,TI,U100,U75,U50,U25,U20,U14,U6,U4,V,V100,V40,ZN,Y_LABEL
COMPONENT1,7,0,3,11,0,0,3222,0.0,0,0,28,15.0,9.0,16.0,23.0,8.8,44,0.0,0.0,3.0,0,14,0,214,5,0,1106,5,23,4603,0,13,0,1.1,0,,,,,,,,,0,13.8,105.5,1506,0
COMPONENT3,4,0,1,8,0,0,39,0.0,0,4,2,,,,,,404,,0.0,3.0,0,4,5,0,3,2,973,0,967,21810,0,137,0,,3,,,,,,,,,0,,133.9,4,0
COMPONENT3,18,0,2,14,0,0,144,0.0,0,0,3,,,,,,6,,0.0,2.0,0,12,0,2,2,0,1189,3,5,6659,0,7,0,,0,,,,,,,,,0,,111.2,1268,0
COMPONENT3,16,0,0,119,0,0,35,0.0,0,1,227,,,,,,82,,0.0,,1,6,4,0,0,3,660,5,24,22008,0,3,2,,0,,,,,,,,,0,,211.5,119,0
COMPONENT1,2,0,6,2,0,0,107,0.0,0,0,4,11.0,7.0,11.0,19.0,7.9,24,0.0,0.0,0.0,0,9,0,0,10,0,886,2,21,5982,0,4,0,0.2,0,,,,,,,,,0,12.0,82.7,1046,0
COMPONENT1,9,0,17,63,0,0,3983,0.0,0,0,1,17.0,7.0,15.0,19.0,9.7,10,0.0,0.0,0.0,2,11,0,213,6,0,1166,2,8,4326,0,5,0,0.2,0,,,,,,,,,0,13.8,113.5,1512,1
COMPONENT3,4,0,7,118,1,0,3348,0.0,0,0,0,,,,,,39,,0.0,2.0,0,1,0,0,1,0,934,0,200,19130,0,3,0,,0,,,,,,,,,0,,141.9,39,0
COMPONENT3,9,0,1,0,0,0,2881,0.0,0,2,0,,,,,,176,,0.0,0.0,0,0,3,0,4,0,225,0,287,6931,0,2,0,,0,,,,,,,,,0,,132.8,51,0
COMPONENT3,17,0,3,11,0,0,86,0.0,0,0,0,,,,,,34,,0.0,0.0,0,3,0,0,0,0,377,0,71,22350,0,3,0,,0,,,,,,,,,0,,150.9,16,0
COMPONENT2,7,0,0,3,0,0,2246,0.0,0,0,4,,,,,,2,,0.0,0.0,0,1,0,0,0,0,458,0,17,1291,0,1,0,,0,0.0,1.0,1.0,4.0,7.0,35.0,960.0,2646.0,0,,45.8,723,0
COMPONENT2,8,1,9,19,4,0,2621,0.0,0,1,184,,,,,,81,,0.0,1.0,0,4,0,0,1,0,264,1,33,3334,1,2,0,,0,0.0,0.0,1.0,12.0,20.0,120.0,2858.0,18694.0,0,,46.3,341,0
COMPONENT3,6,0,5,112,0,0,3174,0.0,1,2,5,,,,,,139,,0.0,,0,6,2,5,0,1,2104,1,133,27339,3,6,2,,0,,,,,,,,,1,,128.8,132,0
COMPONENT3,8,0,1,3,0,0,3270,0.0,0,1,0,,,,,,71,,0.0,0.0,0,0,1,0,0,0,143,0,140,19810,0,5,0,,0,,,,,,,,,0,,149.6,8,0
COMPONENT1,4,0,2,14,0,0,123,0.0,0,1,0,13.0,6.0,12.0,19.0,10.1,9,0.0,0.0,4.0,0,427,0,162,3,0,839,1,6,3467,0,5,0,0.3,0,,,,,,,,,0,15.3,134.5,975,0
COMPONENT2,4,0,0,4,0,0,4,0.0,0,0,0,,,,,,3,,0.0,0.0,0,0,0,0,0,0,222,0,4,4699,0,1,0,,0,0.0,0.0,0.0,71.0,304.0,796.0,16916.0,23968.0,0,,67.8,278,0
COMPONENT1,5,0,1,102,0,0,3179,0.0,0,3,0,13.0,5.0,11.0,19.0,8.2,38,0.0,0.0,1.0,0,9,1,38,0,0,791,0,12,4947,0,7,0,0.6,0,,,,,,,,,0,15.3,93.8,981,0
COMPONENT1,3,0,35,6,0,0,146,0.0,0,4,71,25.0,12.0,19.0,32.0,9.3,76,0.0,0.0,,0,13,1,1,0,0,967,7,17,6236,2,12,3,2.6,0,,,,,,,,,0,,116.2,1220,1
COMPONENT2,2,0,3,23,0,0,288,0.0,0,0,21,,,,,,3,,0.0,,0,0,0,0,0,0,370,1,15,2791,0,1,0,,0,1.0,1.0,2.0,9.0,10.0,86.0,1058.0,4442.0,0,,52.6,323,0
COMPONENT4,10,0,7,5,1,0,2947,0.0,0,0,3,,,,,,19,,0.0,1.0,0,13,1,180,8,0,1118,0,5,4277,0,2,0,,0,,,,,,,,,0,,79.1,1236,0
COMPONENT3,8,0,2,178,0,0,2477,0.0,0,4,10,,,,,,379,,0.0,2.0,0,8,4,0,4,1,357,0,509,18160,0,60,0,,0,,,,,,,,,0,,139.9,9,0
COMPONENT3,7,0,4,8,18,0,2930,0.0,0,1,4,,,,,,262,,0.0,,0,2,2,4,0,0,2275,0,138,27490,1,4,2,,0,,,,,,,,,0,,145.3,54,0
COMPONENT3,3,0,3,461,0,0,3468,,0,14,3,,,,,,2140,,0.0,4.0,1,5,15,2,2,6,762,3,1221,24392,1,61,0,,1,,,,,,,,,0,,164.7,52,0
COMPONENT3,6,0,0,179,0,0,125,0.0,0,10,81,,,,,,341,,0.0,,0,5,9,1,0,3,652,1,866,22424,2,9,1,,0,,,,,,,,,0,,143.2,61,0
COMPONENT3,2,0,3,3,0,0,2565,0.0,0,5,29,,,,,,301,,0.0,2.0,0,8,5,1,20,2,964,0,5135,10880,0,21,0,,1,,,,,,,,,0,,100.7,727,0
COMPONENT1,5,0,2,18,1,0,127,,0,1,2,12.0,6.0,11.0,17.0,8.8,9,0.0,0.0,12.0,0,11,1,101,0,0,1121,3,14,7361,2,31,3,0.1,0,,,,,,,,,0,14.8,109.1,1304,0
COMPONENT4,4,0,2,11,1,0,229,0.0,0,0,8,,,,,,9,,0.0,2.0,0,8,0,52,6,0,1195,0,8,9415,0,3,0,,0,,,,,,,,,0,,74.0,1199,0
COMPONENT3,4,0,2,134,1,0,3937,0.0,0,0,23,,,,,,92,,0.0,1.0,0,11,2,0,2,0,1214,1,181,5344,0,74,0,,0,,,,,,,,,0,,108.7,1425,0
COMPONENT1,6,0,4,133,0,0,3002,0.0,0,4,4,18.0,8.0,12.0,23.0,7.9,47,0.0,0.0,2.0,0,14,0,1,3,0,1030,1,13,4362,0,10,1,1.8,0,,,,,,,,,0,13.0,94.0,1189,0
COMPONENT3,3,0,2,106,8,0,3008,0.0,0,5,128,,,,,,1316,,0.0,2.0,0,9,12,2,6,0,932,0,843,13050,0,18,7,,0,,,,,,,,,0,,60.5,1113,1
COMPONENT3,9,0,0,18,0,0,185,0.0,0,1,6,,,,,,308,,0.0,,0,3,2,2,3,0,1099,1,75,29364,1,0,0,,0,,,,,,,,,0,,161.4,11,0
COMPONENT1,2,0,7,116,0,0,3117,0.0,0,7,14,20.0,10.0,20.0,27.0,5.2,50,0.0,0.0,18.0,0,10,0,34,2,0,971,7,17,5159,0,26,1,1.5,0,,,,,,,,,0,13.3,97.8,1169,0
COMPONENT3,14,0,0,4,1,0,20,0.0,0,0,8,,,,,,36,,0.0,0.0,0,1,0,0,0,0,330,0,48,12800,0,0,0,,0,,,,,,,,,0,,152.7,22,0
COMPONENT3,6,0,0,172,0,0,4,0.0,0,5,1,,,,,,403,,0.0,,1,15,5,0,3,0,1566,4,910,22065,2,14,1,,12,,,,,,,,,0,,148.3,38,0
COMPONENT3,5,0,2,2,0,0,2575,0.0,0,0,10,,,,,,66,,0.0,2.0,0,10,3,0,2,0,1155,0,136,9691,0,62,0,,0,,,,,,,,,0,,112.2,1322,0
COMPONENT3,70,0,4,103,5,0,3483,0.0,0,0,131,,,,,,229,,0.0,,0,0,2,3,0,0,2043,0,364,26693,0,5,2,,0,,,,,,,,,0,,143.9,60,1
COMPONENT3,2,0,7,275,0,0,3047,0.0,0,16,462,,,,,,1663,,0.0,9.0,0,6,14,3,2,24,1091,0,4376,19930,0,386,0,,4,,,,,,,,,0,,125.9,230,0
COMPONENT3,4,0,0,198,0,0,6,0.0,0,2,0,,,,,,65,,0.0,69.0,0,0,1,3,3,0,822,2,255,16040,1,2,0,,0,,,,,,,,,1,,150.3,23,0
COMPONENT1,4,0,0,1,0,0,68,0.0,0,0,1,10.0,7.0,11.0,20.0,7.7,16,0.0,0.0,2.0,0,262,0,0,2,0,1127,2,11,5726,0,3,0,0.1,0,,,,,,,,,0,12.6,88.2,1362,0
COMPONENT1,8,0,2,122,0,0,2723,0.0,0,1,8,16.0,8.0,10.0,18.0,9.0,14,0.0,0.0,3.0,0,16,0,21,1,0,1019,2,17,8417,1,4,2,0.1,0,,,,,,,,,0,15.1,117.3,1172,0
COMPONENT3,3,0,0,1,0,0,46,0.0,0,6,33,,,,,,397,,0.0,,1,2,4,4,1,2,2496,0,1018,34494,1,65,1,,2,,,,,,,,,0,,140.7,104,0
COMPONENT1,7,0,2,0,0,0,135,0.0,0,2,2,12.0,6.0,11.0,16.0,8.4,9,0.0,0.0,2.0,0,281,0,3,2,0,1171,0,3,7503,0,3,0,0.1,0,,,,,,,,,0,13.1,94.9,1381,0
COMPONENT3,38,0,2,5,0,0,41,0.0,0,2,1,,,,,,63,,0.0,0.0,0,0,2,0,3,0,370,0,1681,13580,0,0,0,,0,,,,,,,,,0,,136.2,14,0
COMPONENT3,9,0,2,14,0,0,3140,0.0,0,3,69,,,,,,419,,0.0,0.0,1,3,7,4,3,1,2072,0,10833,24717,0,77,0,,1,,,,,,,,,0,,144.0,66,0
COMPONENT3,2,0,15,2,0,0,29,0.0,0,0,7,,,,,,62,,0.0,0.0,0,0,1,0,0,0,1050,0,16,20460,0,2,0,,0,,,,,,,,,0,,136.5,20,0
COMPONENT1,6,0,266,65,4,0,214,0.0,0,45,8,16.0,9.0,15.0,25.0,10.4,53,0.0,0.0,5.0,0,459,1,181,2,1,896,5,10,3673,0,16,8,1.3,0,,,,,,,,,0,14.4,111.2,1139,1
COMPONENT3,6,0,3,1,0,0,58,0.0,0,2,109,,,,,,112,,0.0,2.0,0,9,3,7,2,0,944,1,193,3693,0,8,0,,0,,,,,,,,,0,,60.0,1135,0
COMPONENT1,12,0,0,0,0,0,25,0.0,0,0,11,9.0,5.0,8.0,16.0,7.9,21,0.0,0.0,4.0,0,10,1,0,3,0,845,6,14,3903,0,8,9,0.2,0,,,,,,,,,0,12.89,86.04,1044,0
COMPONENT3,3,0,89,27,2,0,2471,1.0,0,3,8,,,,,,487,,0.0,,0,12,5,7,6,1,1209,2,749,10492,0,29,0,,0,,,,,,,,,0,,69.8,1496,1
COMPONENT2,10,0,3,5,0,0,53,0.0,0,0,2,,,,,,5,,0.0,1.0,0,3,0,14,2,0,427,0,5,2193,1,33,0,,0,0.0,0.0,3.0,66.0,124.0,531.0,5803.0,18509.0,0,,49.2,593,0
COMPONENT1,2,0,4,173,0,0,3,0.0,0,0,1,13.0,8.0,17.0,21.0,9.3,11,0.0,0.0,3.0,0,10,0,260,3,0,1147,0,9,5345,0,6,3,0.2,0,,,,,,,,,0,14.8,119.7,1437,0
COMPONENT1,3,0,9,94,1,0,3246,,0,2,61,11.0,6.0,10.0,17.0,9.8,30,0.0,0.0,8.0,0,296,1,1,0,1,1039,4,5,6611,2,6,3,0.3,0,,,,,,,,,0,13.5,102.0,1381,1
COMPONENT3,2,0,1,1,0,0,3358,,0,1,1,,,,,,112,,0.0,11.0,0,166,1,4,5,0,909,1,362,6656,1,37,0,,1,,,,,,,,,0,,104.3,960,0
COMPONENT3,6,0,1,18,0,0,135,0.0,0,3,4,,,,,,197,,0.0,2.0,0,9,8,6,18,0,1090,0,152,4330,0,17,0,,0,,,,,,,,,0,,59.9,1335,0
COMPONENT1,7,0,0,2,0,0,11,0.0,0,2,17,15.0,7.0,9.0,16.0,6.7,52,0.0,0.0,5.0,0,953,2,47,1,0,957,9,6,3224,0,13,15,0.5,0,,,,,,,,,0,12.2,80.0,1299,0
COMPONENT4,3,0,1,12,1,0,433,0.0,0,0,410,,,,,,16,,0.0,0.0,0,6,1,10,23,0,936,1,10,3799,0,5,1,,0,,,,,,,,,0,,66.0,1061,0
COMPONENT1,1,0,2,3,0,0,55,0.0,0,2,4,49.0,8.0,9.0,24.0,7.4,17,0.0,0.0,2.0,0,6,0,0,0,0,853,0,12,3899,0,6,2,3.1,0,,,,,,,,,0,15.2,110.6,948,0
COMPONENT3,8,0,4,345,0,0,3034,0.0,0,1,2,,,,,,55,,0.0,0.0,0,1,0,0,0,0,151,0,51,12880,0,2,0,,0,,,,,,,,,0,,173.4,7,0
COMPONENT3,7,0,0,124,0,0,3490,0.0,0,3,145,,,,,,799,,0.0,3.0,0,11,87,8,15,1,1210,0,1808,4100,0,17,9,,0,,,,,,,,,0,,58.1,1416,0
COMPONENT2,1,0,0,2,0,0,742,0.0,0,0,9,,,,,,6,,0.0,0.0,0,5,0,0,0,0,452,3,9,1980,0,2,0,,0,0.0,0.0,0.0,8.0,20.0,63.0,791.0,10326.0,0,,46.3,632,0
COMPONENT3,10,0,107,98,2,0,2861,,0,3,14,,,,,,173,,0.0,5.0,0,11,3,7,5,1,1160,2,146,10046,1,22,0,,0,,,,,,,,,0,,70.3,1357,1
COMPONENT3,3,0,6,15,0,0,3447,0.0,0,4,11,,,,,,437,,0.0,0.0,0,10,7,12,10,0,1231,1,302,11040,0,26,0,,0,,,,,,,,,0,,70.9,1467,0
COMPONENT1,2,0,6,98,0,0,3194,0.0,0,0,4,11.0,6.0,11.0,16.0,9.7,14,0.0,0.0,2.0,0,252,0,5,1,0,1163,2,18,5749,0,6,0,0.0,0,,,,,,,,,0,13.3,94.9,1347,0
COMPONENT2,1,0,0,0,0,0,105,0.0,0,0,49,,,,,,4,,0.0,1.0,0,4,0,0,0,0,593,0,5,1670,0,0,0,,0,1.0,3.0,3.0,12.0,24.0,85.0,2976.0,35042.0,0,,45.7,736,0
COMPONENT3,6,0,0,12,0,0,124,0.0,0,10,40,,,,,,359,,0.0,,0,6,7,1,6,2,377,1,191,14275,1,7,0,,0,,,,,,,,,0,,137.8,33,0
COMPONENT3,4,0,86,2,2,0,28,0.0,0,2,28,,,,,,138,,0.0,,2,0,2,0,1,2,1934,0,169,27717,1,2,0,,0,,,,,,,,,0,,151.0,23,1
COMPONENT3,2,0,0,9,0,0,72,2.0,0,3,42,,,,,,20,,0.0,,0,8,0,0,18,1,1106,4,46,4328,0,39,0,,0,,,,,,,,,0,,96.7,1121,0
COMPONENT2,3,0,0,107,0,0,3138,0.0,0,1,17,,,,,,9,,0.0,2.0,0,3,0,2,1,0,201,0,19,4442,0,8,0,,0,1.0,1.0,61.0,95.0,191.0,904.0,13565.0,22563.0,0,,64.0,220,0
COMPONENT2,4,0,0,0,0,0,117,0.0,0,0,4,,,,,,1,,0.0,,0,2,0,0,0,0,642,0,9,1223,0,0,0,,0,2.0,2.0,4.0,17.0,29.0,40.0,794.0,3162.0,0,,44.7,587,0
COMPONENT3,5,0,3,0,0,0,2285,0.0,0,0,22,,,,,,94,,0.0,2.0,0,9,3,1,2,0,1083,0,121,8745,0,11,0,,0,,,,,,,,,0,,57.8,1230,0
COMPONENT3,5,0,0,0,0,0,111,0.0,0,25,3,,,,,,919,,0.0,8.0,0,10,8,0,6,3,214,0,321,15490,0,127,0,,4,,,,,,,,,0,,152.5,17,0
COMPONENT2,9,0,7,183,0,0,2664,0.0,0,0,2,,,,,,7,,0.0,0.0,0,2,0,0,1,0,243,0,9,8377,0,1,0,,0,1.0,2.0,21.0,30.0,43.0,192.0,5066.0,26848.0,0,,69.7,304,0
COMPONENT2,3,0,0,5,0,0,66,0.0,0,0,3,,,,,,4,,0.0,1.0,0,2,0,0,0,0,400,0,9,3140,0,0,0,,0,0.0,0.0,3.0,86.0,96.0,196.0,1223.0,4695.0,0,,48.9,560,0
COMPONENT3,2,0,3,100,3,0,3466,0.0,0,1,6,,,,,,306,,0.0,,0,3,2,2,2,0,1089,1,97,28852,5,1,0,,0,,,,,,,,,0,,158.6,21,0
COMPONENT3,2,0,1,0,0,0,42,0.0,1,6,3,,,,,,827,,0.0,5.0,0,10,7,0,6,1,388,1,1657,23400,0,125,0,,4,,,,,,,,,0,,146.3,25,0
COMPONENT2,6,0,0,9,1,0,259,0.0,0,0,121,,,,,,1,,0.0,0.0,0,1,0,0,0,0,503,0,6,1218,0,0,0,,0,0.0,0.0,0.0,13.0,22.0,52.0,797.0,4506.0,0,,45.8,724,0
COMPONENT1,5,0,2,4,0,0,1848,0.0,0,0,3,12.0,6.0,11.0,16.0,8.7,8,1.5,0.0,0.0,0,269,0,3,3,0,1243,2,9,6885,0,5,2,0.1,0,,,,,,,,,0,13.0,92.3,1425,0
COMPONENT4,8,0,2,447,1,0,3175,0.0,0,0,4,,,,,,42,,0.0,3.0,0,14,1,40,7,0,1045,0,18,10390,2,13,0,,0,,,,,,,,,0,,69.1,1085,0
COMPONENT3,6,0,1,5,0,0,684,0.0,0,0,0,,,,,,13,,0.0,0.0,0,2,0,0,0,0,416,0,56,18130,0,3,1,,0,,,,,,,,,0,,275.1,58,0
COMPONENT3,2,0,3,3,0,0,3484,0.0,0,12,444,,,,,,518,,0.0,2.0,0,2,11,0,0,14,180,0,613,5320,0,10,0,,0,,,,,,,,,0,,143.3,228,0
COMPONENT2,12,0,6,12,6,0,2680,,0,0,158,,,,,,20,,0.0,4.0,0,2,0,0,0,0,440,1,6,1331,1,1,0,,0,0.0,0.0,0.0,0.0,1.0,7.0,227.0,4845.0,0,,44.2,609,0
COMPONENT1,7,0,2,15,2,0,12,0.0,0,0,10,16.0,7.0,13.0,19.0,9.7,10,0.0,0.0,2.0,0,430,0,173,2,0,897,0,7,4295,0,7,0,0.0,0,,,,,,,,,0,13.8,114.6,1080,0
COMPONENT2,6,0,2,9,0,0,2479,0.0,0,0,17,,,,,,3,,0.0,0.0,0,3,0,0,0,0,414,0,6,1602,0,1,0,,0,0.0,0.0,13.0,20.0,36.0,130.0,1884.0,4688.0,0,,45.6,630,0
COMPONENT3,3,0,1,0,0,0,27,0.0,0,0,0,,,,,,32,,0.0,2.0,2,0,0,1,2,0,399,0,127,22130,0,4,0,,0,,,,,,,,,0,,317.3,41,0
COMPONENT3,9,0,3,143,0,0,3227,0.0,0,0,7,,,,,,59,,0.0,0.0,0,1,0,2,1,0,436,0,60,24740,0,2,0,,0,,,,,,,,,0,,147.4,43,0
COMPONENT1,12,0,5,207,0,0,3501,0.0,0,5,85,26.0,8.0,13.0,27.0,8.3,109,0.0,0.0,,0,113,2,0,1,1,780,15,30,5374,0,11,4,2.3,0,,,,,,,,,0,,114.5,1046,0
COMPONENT1,6,0,3,64,0,0,1917,,0,3,39,13.0,6.0,11.0,19.0,10.0,38,2.0,0.0,6.0,0,14,1,10,5,0,890,6,9,4600,1,10,3,0.5,0,,,,,,,,,0,13.2,92.5,1065,0
COMPONENT4,3,0,2,420,0,0,2841,0.0,0,0,1,,,,,,12,,0.0,,0,322,0,52,3,0,1117,2,7,4940,0,3,0,,0,,,,,,,,,0,,75.8,1208,0
COMPONENT1,5,0,6,138,1,0,2785,,0,1,10,11.0,8.0,14.0,21.0,9.7,14,0.0,0.0,3.0,0,9,0,7,0,0,969,1,9,10566,0,6,1,0.4,0,,,,,,,,,0,13.5,97.1,1101,0
COMPONENT1,11,0,3,105,2,0,3210,0.0,0,4,50,11.0,6.0,11.0,19.0,9.7,69,0.0,0.0,4.0,0,11,2,7,6,0,1108,5,22,4659,0,8,4,1.0,0,,,,,,,,,0,13.4,99.5,1240,0
COMPONENT3,8,0,1,7,0,0,387,0.0,0,0,32,,,,,,105,,0.0,3.0,0,648,10,32,15,0,1086,0,26,7184,0,53,0,,0,,,,,,,,,0,,63.9,1236,0
COMPONENT3,1,0,2,4,0,0,75,0.0,0,0,11,,,,,,114,,0.0,,0,9,4,2,8,0,1023,0,367,6344,0,40,0,,0,,,,,,,,,0,,107.9,1135,0
COMPONENT4,8,0,1,379,0,0,2818,0.0,0,0,5,,,,,,38,,0.0,2.0,0,15,0,49,5,0,1143,2,36,11650,0,15,0,,0,,,,,,,,,0,,72.3,1266,0
COMPONENT3,2,0,6,4,2,0,13,0.0,0,0,0,,,,,,79,,0.0,0.0,0,3,0,24,4,0,683,0,43,20530,0,11,0,,0,,,,,,,,,0,,121.5,246,0
COMPONENT3,7,0,1,3,0,0,46,0.0,0,1,0,,,,,,131,,0.0,1.0,1,2,2,0,4,0,321,0,746,12190,0,3,0,,0,,,,,,,,,0,,138.4,30,0
COMPONENT1,3,0,0,103,0,0,3978,0.0,0,0,2,13.0,5.0,11.0,20.0,8.3,14,0.0,0.0,1.0,0,8,0,37,0,0,785,0,8,6376,0,9,0,0.8,0,,,,,,,,,0,14.3,102.1,957,0
COMPONENT3,4,0,0,1,1,0,8,,0,4,93,,,,,,237,,0.0,7.0,1,9,3,0,2,3,1001,0,126,30213,1,6,1,,0,,,,,,,,,0,,309.1,60,0
COMPONENT1,6,0,3,6,0,0,250,0.0,0,0,2,15.0,6.0,10.0,16.0,9.1,29,0.0,0.0,2.0,0,6,0,109,0,0,1167,0,10,7808,0,6,0,0.0,0,,,,,,,,,0,13.8,98.0,1291,0
COMPONENT1,9,0,46,45,0,0,26,0.0,0,0,2,16.0,6.0,12.0,21.0,8.5,6,0.0,0.0,0.0,0,8,0,41,2,0,1013,1,8,9824,0,10,0,0.5,0,,,,,,,,,0,14.1,99.6,1103,0
COMPONENT3,10,0,0,141,5,0,19,0.0,0,2,0,,,,,,146,,0.0,1.0,1,0,3,0,6,0,494,0,62,16110,0,1,0,,0,,,,,,,,,0,,137.7,8,0
COMPONENT3,4,0,152,167,2,0,893,0.0,0,11,2,,,,,,451,,0.0,16.0,0,1,5,2,4,0,754,0,1255,18780,0,286,0,,8,,,,,,,,,0,,146.0,37,1
COMPONENT3,7,0,10,0,3,2,2423,0.0,0,1,2,,,,,,79,,0.0,,0,0,1,0,0,0,568,0,963,20704,0,5,0,,0,,,,,,,,,0,,130.6,11,0
COMPONENT1,5,0,2,185,0,0,33,,0,2,3,13.0,6.0,12.0,19.0,8.4,16,0.0,0.0,12.0,1,16,0,2,1,1,1037,4,8,6439,3,9,4,0.3,0,,,,,,,,,1,14.4,113.7,1252,0
COMPONENT2,35,0,0,20,0,0,156,0.0,0,0,4,,,,,,4,,0.0,1.0,0,2,0,0,0,0,481,0,10,1595,0,0,0,,0,0.0,0.0,1.0,8.0,9.0,67.0,1505.0,6431.0,0,,44.9,689,0
COMPONENT1,9,0,5,1,0,0,14,0.0,0,0,0,12.0,7.0,12.0,19.0,9.0,9,2.5,0.0,3.0,0,23,0,4,5,0,1059,1,17,7573,0,3,0,0.1,0,,,,,,,,,0,12.2,85.2,1218,0
COMPONENT1,2,0,1,82,3,0,2382,0.0,0,2,4,12.0,8.0,15.0,21.0,8.2,37,0.0,0.0,0.0,0,11,0,183,4,0,917,3,15,3899,0,8,5,0.6,0,,,,,,,,,0,13.8,107.9,1115,0
COMPONENT2,5,0,0,19,0,0,158,0.0,0,0,11,,,,,,10,,0.0,,0,6,0,2,2,0,250,1,13,6438,0,3,0,,0,0.0,1.0,14.0,18.0,27.0,43.0,1024.0,3016.0,0,,65.8,265,0
COMPONENT2,5,0,5,3,3,0,2487,,0,5,99,,,,,,78,,0.0,5.0,2,3,1,8,1,0,432,1,23,4916,1,8,1,,0,0.0,0.0,0.0,0.0,1.0,13.0,16587.0,38650.0,0,,58.2,538,0
COMPONENT2,2,1,6,4,1,0,2616,,0,0,241,,,,,,7,,0.0,3.0,0,3,0,0,0,0,504,3,20,2185,1,2,0,,0,0.0,0.0,0.0,6.0,11.0,,,,0,,43.1,626,0
COMPONENT3,30,0,3,16,0,0,147,0.0,0,5,1,,,,,,435,,0.0,4.0,0,6,5,4,4,2,1273,0,553,25640,0,144,0,,4,,,,,,,,,0,,135.3,62,0
COMPONENT3,5,0,0,13,0,0,246,0.0,0,1,1,,,,,,267,,0.0,0.0,0,4,2,1,1,0,2321,0,130,39200,0,2,0,,0,,,,,,,,,0,,140.4,32,0
COMPONENT2,12,0,2,439,0,0,3754,0.0,0,0,5,,,,,,2,,0.0,0.0,0,11,0,0,1,0,275,0,19,5918,0,1,0,,0,0.0,0.0,3.0,7.0,12.0,62.0,1338.0,13868.0,0,,62.1,347,0
COMPONENT3,5,0,3,11,0,0,269,0.0,0,1,151,,,,,,147,,0.0,0.0,0,4,5,0,4,1,1864,0,448,23000,0,7,5,,0,,,,,,,,,0,,120.4,240,0
COMPONENT3,1,0,1,3,0,0,2888,0.0,0,1,72,,,,,,188,,0.0,,0,2,5,0,6,0,2179,2,26,28310,0,25,3,,0,,,,,,,,,0,,183.6,73,0
COMPONENT4,8,0,0,3,0,0,3054,0.0,0,0,2,,,,,,18,,0.0,,0,435,0,22,15,0,1197,0,23,4146,0,5,0,,0,,,,,,,,,0,,63.9,1344,0
COMPONENT3,7,0,1,10,1,0,149,0.0,0,8,42,,,,,,1897,,0.0,,0,7,14,12,0,3,2046,3,1386,21109,3,26,2,,1,,,,,,,,,1,,99.4,274,0
COMPONENT3,3,0,2,3,1,0,43,,0,3,1,,,,,,341,,0.0,0.0,1,1,7,0,3,0,1388,1,1345,21924,0,6,0,,0,,,,,,,,,0,,155.9,28,0
COMPONENT1,14,0,4,1,1,0,21,0.0,0,0,0,10.0,5.0,9.0,16.0,8.5,4,0.0,0.0,1.0,0,11,0,0,4,0,989,0,8,4201,0,3,0,0.0,0,,,,,,,,,0,13.4,100.0,1128,0
COMPONENT2,8,0,0,0,0,0,14,0.0,0,0,8,,,,,,6,,0.0,0.0,0,28,0,0,0,0,233,0,20,4435,0,4,0,,0,0.0,0.0,2.0,2.0,4.0,12.0,381.0,16300.0,0,,52.7,272,0
COMPONENT3,2,0,4,9,0,0,3021,0.0,0,0,0,,,,,,98,,0.0,0.0,0,0,1,0,0,0,466,1,222,22580,0,4,0,,0,,,,,,,,,0,,131.3,20,0
COMPONENT3,2,0,2,2,0,0,37,0.0,0,1,0,,,,,,156,,0.0,0.0,0,3,1,0,1,1,1089,0,1053,20900,0,17,0,,4,,,,,,,,,0,,122.4,35,0
COMPONENT1,7,0,2,80,0,0,36,0.0,0,3,10,18.0,7.0,19.0,23.0,10.1,14,0.0,0.0,3.0,0,15,0,245,4,0,1251,4,7,5272,0,7,1,0.0,0,,,,,,,,,0,14.1,114.3,1422,0
COMPONENT2,4,0,3,112,4,0,3279,0.0,0,0,141,,,,,,3,,0.0,1.0,0,0,0,0,0,0,416,0,7,1646,0,2,0,,0,0.0,0.0,2.0,69.0,87.0,223.0,1428.0,5788.0,0,,45.3,646,0
COMPONENT1,13,0,0,0,0,0,149,0.0,0,0,0,15.0,7.0,15.0,20.0,9.5,8,0.0,0.0,1.0,0,48,0,174,1,0,981,0,7,4549,0,3,0,0.3,0,,,,,,,,,0,14.2,110.1,1127,0
COMPONENT3,3,0,0,7,0,0,9,0.0,0,4,143,,,,,,197,,0.0,1.0,0,3,3,0,3,6,927,0,117,29380,0,5,0,,0,,,,,,,,,0,,145.4,125,0
COMPONENT1,4,0,1,3,0,0,3353,0.0,0,0,0,14.0,4.0,12.0,20.0,9.0,6,0.0,0.0,,0,9,0,44,2,0,1005,0,12,7903,0,10,0,0.1,0,,,,,,,,,0,13.8,101.6,1150,0
COMPONENT3,8,0,1,3,1,0,91,0.0,0,0,0,,,,,,78,,0.0,1.0,0,2,0,3,0,0,307,0,133,26850,0,7,0,,0,,,,,,,,,0,,136.8,78,0
COMPONENT1,4,0,3,473,0,0,3836,0.0,0,1,9,16.0,8.0,13.0,20.0,8.8,37,0.0,0.0,2.0,0,103,0,6,2,0,1153,4,10,5648,0,9,0,0.4,0,,,,,,,,,0,13.6,106.2,1244,0
