AL,ANONYMOUS_1,CA,B,ZN,P,MO,FTBN,S,PQINDEX,FE,MG,V40,V100,FH2O,NA,K,SOOTPERCENTAGE,ANONYMOUS_2,CU,Y_LABEL
3,2530,172,22,1198,1055,53,9.3,6006,11,22,16,105.4,13.9,12.0,2,1.0,0.8,200,1,0
0,4192,57,5,853,745,26,5.6,6321,22,35,8,85.9,11.8,12.0,0,6.0,0.6,200,2,0
4,1715,2743,55,1324,976,32,8.8,3522,18,107,103,102.9,13.7,13.0,7,6.0,1.1,200,212,0
0,3865,7,205,1317,1120,260,9.5,4909,3,13,17,109.5,13.8,14.0,3,3.0,0.2,200,3,0
0,2106,26,7,1054,923,0,10.2,6801,6,9,11,93.3,13.5,12.0,5,3.0,0.6,200,1,0
0,1723,2322,13,1042,894,98,9.2,3661,5,10,13,92.2,13.7,14.0,4,2.0,0.3,923,2,0
4,1210,2457,2,1014,914,0,8.5,9383,16,23,8,87.2,12.6,11.0,4,2.0,0.4,410,3,0
3,3114,2798,136,1098,930,22,7.7,4292,9,55,27,96.7,12.9,13.0,4,4.0,0.6,200,31,0
0,2574,17,6,1006,915,149,7.8,3979,23,20,353,114.5,14.0,15.0,3,2.0,0.3,200,4,0
1,1343,10,118,1247,1089,257,8.0,4442,23,56,25,113.1,14.2,16.0,2,3.0,1.4,200,10,0
1,2063,1953,3,1269,1118,2,9.6,7715,19,27,251,94.8,13.4,23.0,285,30.0,0.4,200,6,0
2,1779,18,2,1088,825,176,9.8,3756,9,17,456,118.5,14.8,16.0,2,3.0,0.7,200,3,0
2,1919,2956,2,1302,1111,107,9.2,11910,14,14,13,104.0,13.6,11.0,1,0.0,0.4,200,2,0
2,1329,2586,2,1238,1015,0,10.1,6320,14,36,252,95.7,13.5,16.0,636,59.0,0.4,200,111,0
2,1420,3030,425,1025,841,0,8.4,3723,5,6,11,99.1,13.5,9.0,3,3.0,0.4,200,0,0
3,1711,3436,4,1063,938,6,9.8,11420,9,6,24,93.8,13.5,9.0,2,0.0,0.2,200,1,0
2,1595,3417,3,1073,925,0,8.4,4779,5,28,18,91.0,12.5,8.0,2,1.0,0.7,408,2,0
0,1363,125,19,1308,1049,2,9.8,4533,11,60,15,99.9,13.3,12.0,6,5.0,0.8,200,41,0
1,2143,3273,3,913,829,38,8.7,7921,6,7,7,97.4,13.3,11.0,5,0.0,0.2,577,3,0
2,1692,50,3,1377,1072,235,9.9,4523,3,17,9,103.1,13.4,14.0,4,5.0,0.5,550,1,0
0,6678,78,8,1236,1264,4,9.2,6599,24,21,10,94.3,12.6,12.0,4,2.0,0.2,200,4,0
0,3172,70,4,1067,904,0,9.1,4175,8,12,12,95.2,13.1,13.0,3,4.0,0.4,200,1,0
3,2379,3268,150,1167,1070,3,9.6,6294,272,17,236,97.1,13.8,16.0,177,22.0,0.2,200,18,0
1,1297,3190,108,1384,1160,0,8.5,5779,21,18,283,95.0,13.5,12.0,2,1.0,0.3,200,1,0
2,1297,2612,4,1380,1237,0,8.8,6732,12,32,269,98.7,13.9,15.0,2,1.0,1.5,200,4,0
2,1650,31,0,1116,892,13,6.3,9959,12,18,13,98.3,13.7,10.0,2,2.0,0.1,200,3,0
39,1779,41,143,1374,1167,13,8.7,8512,10,10,30,99.0,13.0,24.0,1,5.0,0.2,200,1,1
7,2771,178,7,1196,884,132,9.3,4328,13,57,343,105.4,13.7,14.0,4,26.0,0.7,200,45,0
0,3495,40,101,1460,1129,245,9.1,5528,4,34,13,110.2,14.3,16.0,4,5.0,1.1,540,3,0
1,4980,43,8,1019,860,37,8.6,10170,12,14,8,106.1,14.6,19.0,3,4.0,1.2,200,6,0
7,1208,2548,4,1013,766,36,7.3,3272,17,24,17,93.6,12.7,15.0,1,2.0,0.2,408,6,0
0,4629,21,1,1023,896,149,10.4,4037,7,22,423,120.7,14.6,15.0,3,2.0,0.6,200,6,0
1,3377,58,6,958,819,0,7.8,4589,10,16,10,109.7,14.4,12.0,0,2.0,0.5,200,1,0
3,1179,2428,1,974,765,162,6.8,3648,7,22,409,105.2,13.0,41.0,4,3.0,0.4,379,11,0
2,1742,10,141,871,728,147,9.6,3143,8,6,376,117.4,14.4,14.0,1,3.0,0.1,200,1,0
1,3135,81,158,1453,1131,240,9.3,4511,10,13,13,123.2,15.0,18.0,2,4.0,1.2,200,0,0
2,4222,28,2,977,856,0,8.1,3877,6,23,8,96.7,13.4,10.0,1,1.0,0.2,622,0,0
0,1779,136,20,943,851,34,8.5,5429,23,29,9,119.6,14.8,15.0,0,3.0,1.1,200,1,0
0,1767,8,15,1483,1166,258,9.2,5547,13,18,28,122.5,15.1,17.0,1,3.0,0.8,200,4,0
2,2533,6,0,1177,982,2,7.7,4256,5,17,14,95.1,13.0,11.0,0,3.0,0.6,200,2,0
1,1714,2387,8,1115,904,199,10.2,3555,14,17,394,117.9,14.3,15.0,3,3.0,0.8,200,1,0
0,2057,90,6,1342,1091,213,9.7,4861,8,16,18,112.7,14.2,17.0,4,4.0,0.1,200,8,0
3,1537,3314,144,1135,914,0,7.8,3836,8,42,14,98.5,13.7,13.0,3,5.0,1.1,200,3,0
3,1700,2363,16,1392,1207,268,9.1,5626,9,18,14,109.1,13.4,18.0,3,2.0,0.3,200,32,0
6,1161,2647,21,1066,878,0,8.5,4352,5,4,11,99.3,13.4,8.0,2,2.0,0.0,200,6,0
0,1700,127,17,1276,1128,3,9.9,5185,5,13,265,100.7,13.8,14.0,2,1.0,0.1,200,1,0
2,3470,11,156,1389,1225,226,9.3,5243,7,13,11,111.7,14.2,14.0,3,3.0,0.7,200,0,0
4,1401,3063,137,1158,967,45,7.6,11780,20,34,19,114.0,15.4,21.0,1,2.0,2.2,200,7,0
2,1489,3169,101,1235,1035,120,9.0,7670,15,20,7,110.0,14.9,14.0,2,3.0,0.1,689,2,0
11,1744,3405,145,1196,972,24,9.4,4223,5,29,62,98.5,12.9,12.0,4,3.0,0.3,394,40,0
0,2901,60,3,957,865,39,7.1,9114,14,17,8,101.1,13.7,13.0,0,3.0,0.7,200,2,0
2,1328,10,1,863,698,47,8.9,6581,10,70,11,85.6,12.3,11.0,2,4.0,0.3,200,5,0
6,1338,18,185,960,758,163,9.8,3103,14,18,416,125.0,14.9,15.0,2,8.0,0.3,200,2,0
0,1632,180,24,1003,827,0,8.5,4507,5,17,15,96.7,13.2,11.0,3,6.0,0.2,832,0,0
2,2440,126,19,1497,1217,232,9.1,6047,12,20,11,115.2,14.1,14.0,4,4.0,0.2,1640,3,0
0,5212,27,2,983,848,38,7.4,3450,9,11,12,102.7,13.5,15.0,2,1.0,0.1,1031,0,0
3,1395,2505,2,1039,928,39,8.3,8866,5,19,9,102.8,14.2,15.0,3,3.0,0.7,409,2,0
1,3123,24,4,1328,1063,1,8.8,5372,19,18,259,92.0,13.3,13.0,3,1.0,0.2,200,3,0
8,2030,153,2,1169,932,25,7.7,4077,21,71,33,87.0,13.0,11.0,3,6.0,0.9,530,86,0
0,8001,62,2,1385,1089,256,8.8,4622,12,16,13,116.7,14.1,14.0,2,2.0,0.3,200,2,0
6,2419,108,4,1278,1091,4,8.0,4377,5,19,77,95.5,12.7,12.0,10,3.0,0.3,542,3,0
0,4845,19,186,1166,938,51,7.4,4191,6,24,14,96.6,13.5,13.0,3,0.0,0.2,200,7,0
3,1410,2962,18,1072,864,3,8.1,4193,6,39,16,92.4,12.5,9.0,2,0.0,1.2,472,5,0
0,5038,29,6,976,846,162,8.1,3429,12,14,419,117.2,14.1,15.0,2,2.0,0.5,200,2,0
1,2169,93,9,1030,908,0,9.6,10960,19,12,10,92.3,13.5,10.0,4,2.0,0.4,200,1,0
1,4319,63,172,1014,859,175,10.2,3312,7,14,363,116.8,14.5,13.0,2,3.0,0.3,200,3,0
2,3698,3676,3,1224,1092,27,8.7,6377,28,15,12,115.9,14.4,16.0,2,2.0,1.1,200,3,0
0,1672,138,18,1148,1010,43,8.4,5609,22,51,39,104.7,14.0,18.0,3,2.0,1.1,200,8,0
0,1725,61,4,1100,940,34,8.1,6712,23,44,14,116.0,14.5,14.0,4,5.0,1.2,925,4,0
0,4214,38,3,1432,1205,251,9.6,5298,4,3,11,118.8,14.6,16.0,4,4.0,0.0,200,7,0
0,1690,137,19,1248,1162,0,9.4,10090,3,19,10,92.9,12.8,13.0,4,3.0,0.4,890,2,0
4,1704,3116,170,1104,881,18,7.7,4440,4,20,10,88.3,12.0,10.0,5,4.0,0.1,200,37,0
0,1766,2342,4,1076,921,0,9.2,4069,5,12,9,97.4,13.2,11.0,2,2.0,0.8,593,3,0
0,1154,47,0,921,787,3,8.4,3439,65,30,15,91.5,13.5,10.0,6,3.0,0.2,354,11,0
1,4869,14,2,968,872,34,8.1,5916,0,12,12,92.9,12.9,16.0,3,0.0,0.4,200,0,0
148,7790,107,12,1056,907,41,7.8,10370,22,13,7,96.6,12.4,14.0,2,5.0,0.5,200,0,1
5,1795,88,7,1171,958,2,8.0,8076,15,16,11,96.5,13.5,12.0,15,1.0,0.4,900,2,0
0,1399,15,0,735,667,0,6.4,4836,64,9,8,103.7,14.8,8.0,3,3.0,0.1,375,1,0
218,5942,147,30,1048,922,42,8.3,8188,5,9,13,101.7,14.3,13.0,3,0.0,0.2,200,2,1
3,1595,3269,56,1209,986,2,10.1,12370,31,26,14,98.1,13.7,13.0,3,1.0,0.2,200,10,0
25,4845,37,179,1189,1005,3,8.1,5828,9,20,240,90.9,12.8,11.0,1,2.0,0.2,200,7,0
2,4257,2687,380,1119,971,34,8.1,5062,9,18,770,102.1,14.6,14.0,4,3.0,0.3,200,11,0
0,2032,21,215,1331,1160,240,8.7,4641,3,11,12,103.0,13.0,17.0,3,2.0,0.1,200,4,0
2,1695,29,0,1469,1238,279,9.0,5030,19,8,14,102.5,14.0,14.0,0,3.0,0.1,200,1,0
0,1206,16,11,1239,1035,0,9.6,6845,19,11,10,98.4,13.4,11.0,3,2.0,0.2,406,2,0
2,1385,3116,0,685,512,0,7.9,2519,5,15,8,91.1,12.5,12.0,1,2.0,1.0,200,3,0
8,2044,3311,132,1199,1011,63,9.7,9543,6,15,10,95.8,13.2,12.0,6,3.0,0.3,200,1,0
2,2074,3050,0,1024,874,0,8.3,4030,5,13,12,95.2,12.9,13.0,3,4.0,0.8,375,2,0
3,1338,2232,93,978,824,85,9.0,9133,12,41,11,91.8,12.3,16.0,3,2.0,0.1,538,5,1
3,5194,3661,431,1102,945,0,7.9,3911,5,27,10,84.9,11.9,12.0,1,2.0,0.7,375,1,0
2,2150,10,2,1189,991,0,7.8,11630,19,14,11,81.9,11.9,13.0,6,5.0,0.1,200,2,0
5,2407,3421,153,1366,1204,253,8.8,4774,7,25,13,114.7,14.4,17.0,13,9.0,1.1,200,5,0
2,6430,2809,16,1142,1034,2,9.1,8654,10,5,10,92.7,12.9,12.0,0,4.0,0.1,200,1,0
1,1359,28,154,1000,851,0,8.3,3860,8,5,8,100.3,13.4,11.0,2,0.0,0.0,200,0,0
0,1708,86,0,1327,1210,118,10.0,7600,18,9,9,80.2,12.3,15.0,4,0.0,0.0,200,6,0
2,2399,3403,434,1088,886,2,8.6,3840,18,31,14,90.9,13.3,14.0,7,4.0,0.3,200,12,0
3,1720,7,3,1128,928,93,7.5,8310,4,21,8,93.7,12.6,17.0,3,2.0,0.1,200,6,0
109,2147,183,103,939,839,33,8.3,7193,27,8,10,106.2,13.3,14.0,1,1.0,0.1,200,0,1
7,1000,3242,90,1381,1198,10,9.7,5388,15,22,389,92.4,13.4,17.0,4,4.0,0.2,200,9,0
3,7359,1962,3,1227,1012,1,8.3,5766,3,17,245,93.5,13.2,13.0,0,2.0,0.5,200,1,1
2,3903,88,2,1029,729,5,6.7,3981,11,73,24,80.8,11.4,12.0,6,10.0,1.0,200,55,0
1,1500,2619,0,1048,835,0,8.4,4116,5,8,13,99.4,13.5,9.0,3,3.0,0.2,363,0,0
1,4570,40,2,1048,901,0,8.2,3924,5,12,11,98.9,13.6,9.0,4,2.0,0.3,970,0,0
3,2481,3582,478,1080,891,0,8.5,4262,10,4,10,99.4,13.4,10.0,4,2.0,0.0,200,4,0
1,1683,7,158,1073,903,53,7.8,9246,17,10,9,114.8,14.6,12.0,2,2.0,0.3,200,1,0
1,3106,2599,6,1329,1065,238,8.5,4577,20,29,14,111.0,14.0,15.0,2,2.0,1.6,200,8,0
0,5612,23,0,1230,1129,10,8.8,6464,28,25,255,94.7,13.3,38.0,150,55.0,0.5,200,0,0
2,1331,18,9,1171,966,2,7.8,10500,16,14,14,86.0,12.2,11.0,2,3.0,0.2,366,2,0
0,3926,44,2,1256,1062,6,9.7,6539,11,4,17,112.9,13.8,22.0,0,2.0,0.1,200,0,0
4,2103,3395,0,1048,848,25,8.1,3991,23,83,26,90.6,13.2,21.0,5,7.0,2.3,200,106,0
0,2030,2588,18,1571,1256,284,8.0,5282,15,40,17,115.2,14.3,33.0,2,3.0,2.0,200,11,0
2,1723,19,131,980,866,13,9.5,9595,8,16,33,114.3,13.3,12.0,6,0.0,0.3,200,12,0
0,1367,137,18,1043,839,5,7.9,3630,18,47,15,86.3,12.9,12.0,4,2.0,0.9,567,10,0
7,4425,2998,194,1259,1138,1,9.0,11080,10,14,10,87.0,12.7,11.0,4,0.0,0.1,200,3,0
7,1332,3906,35,1624,1283,9,8.7,12110,7,74,23,119.5,15.2,17.0,5,3.0,0.9,532,1,0
3,1879,3298,85,1193,1060,1,9.5,12130,9,24,13,97.9,13.7,14.0,3,1.0,0.1,200,8,0
3,8004,3073,102,1149,1022,207,8.2,4178,13,11,12,76.9,11.2,14.0,2,4.0,0.3,200,0,0
0,1428,32,0,1093,942,43,7.2,3986,5,23,14,90.2,12.3,14.0,2,2.0,0.2,200,3,0
2,1707,30,102,1245,1030,21,9.0,4042,110,58,76,104.0,13.7,14.0,4,5.0,0.4,907,30,0
0,3273,35,1,1108,954,38,8.5,10440,16,7,10,105.8,15.7,16.0,2,0.0,0.0,200,2,0
0,1212,35,0,1064,916,1,8.7,4361,5,33,14,91.1,12.6,12.0,5,3.0,0.9,412,1,0
7,1714,15,0,1114,928,40,8.6,5148,14,17,10,91.9,12.8,18.0,3,4.0,0.0,914,6,0
1,2133,133,20,1208,1084,3,8.1,4011,5,26,293,90.0,13.4,11.0,2,8.0,0.3,1600,13,0
6,6903,13,178,1373,1194,231,9.7,4935,6,20,13,113.4,13.8,15.0,4,3.0,0.1,200,3,0
7,1378,18,1,1344,1160,249,9.4,4715,11,11,14,104.2,13.2,16.0,3,3.0,0.3,200,3,0
0,1571,138,15,1232,1001,44,9.2,4024,11,30,116,100.9,13.5,14.0,9,4.0,0.4,200,41,0
3,3580,611,32,529,482,1,4.4,7682,10,8,5,83.1,10.5,10.0,0,2.0,0.1,200,6,0
0,1728,9,0,1126,951,0,8.5,4946,11,11,232,94.0,13.1,10.0,2,1.0,0.2,200,0,0
72,1713,57,2,1081,955,65,7.1,3810,12,10,9,106.3,13.7,12.0,2,0.0,0.1,200,1,1
2,3062,3630,115,1068,956,43,8.9,8022,7,8,9,99.0,13.5,15.0,1,1.0,0.1,400,1,0
0,2711,18,209,1193,1024,2,9.7,8736,12,17,10,94.1,13.1,10.0,1,2.0,0.3,200,2,0
2,1676,3332,88,996,862,1,8.9,7595,2,40,21,88.0,12.0,11.0,2,2.0,1.0,876,6,0
5,2160,3025,147,1445,1238,255,10.0,4862,2,6,14,115.5,14.4,23.0,3,3.0,0.1,200,1,0
1,1704,34,134,1078,878,8,5.9,5634,13,47,9,98.2,13.4,13.0,3,3.0,0.6,200,14,0
1,2421,3282,80,1060,879,4,7.7,4098,14,22,10,92.0,12.9,10.0,5,0.0,0.5,200,1,0
2,1709,18,4,1099,967,1,6.9,8565,11,8,14,89.0,12.3,14.0,3,0.0,0.0,578,1,0
0,2117,296,11,1397,1185,3,8.3,6510,6,22,28,137.2,15.7,45.0,2,3.0,1.0,617,0,0
2,6104,125,191,1202,1058,4,8.0,6379,12,23,24,102.7,14.0,9.0,5,4.0,0.1,200,3,0
4,1689,2953,124,961,786,3,7.5,2974,0,72,26,100.8,13.7,16.0,6,4.0,2.1,200,32,0
0,3891,5,9,1223,1049,13,8.8,5753,14,76,29,107.4,14.2,11.0,7,3.0,0.8,200,17,0
1,11349,3689,124,1065,956,11,8.2,4191,6,11,10,105.6,13.9,15.0,3,2.0,1.8,209,3,0
3,1331,3182,142,939,787,152,10.7,4088,13,41,382,126.8,15.0,15.0,1,3.0,1.0,200,3,0
96,2523,50,160,1293,1097,220,9.7,4495,19,6,14,116.9,14.3,15.0,2,2.0,0.1,200,0,1
1,1361,6,171,1010,800,14,8.9,3177,9,48,35,92.9,12.8,13.0,9,4.0,0.3,200,42,0
3,1881,2780,133,1082,917,1,6.8,8390,9,37,17,97.5,13.6,13.0,2,2.0,1.8,200,3,0
2,3455,5,0,1059,928,0,7.3,5521,1,16,13,109.2,14.4,10.0,5,3.0,0.1,555,14,0
0,4030,4341,132,1072,932,43,8.2,6886,25,11,11,104.0,14.2,21.0,3,0.0,0.3,200,2,0
0,3128,2939,108,989,897,38,7.9,5132,10,25,25,98.7,13.8,14.0,4,1.0,0.6,200,4,0
2,1735,3706,4,859,808,0,8.4,4012,5,3,9,99.7,13.5,11.0,7,4.0,0.0,568,1,0
0,4454,4,2,1429,1232,271,9.1,5218,20,16,15,112.5,13.8,16.0,2,4.0,0.5,200,2,0
2,2418,2580,163,1204,1030,40,10.6,6924,15,52,20,102.2,14.1,14.0,2,5.0,1.6,200,5,0
6,4040,3876,105,1122,929,43,8.3,8741,26,18,15,102.2,14.2,15.0,2,1.0,1.5,200,4,0
11,1371,20,5,1222,1037,4,8.6,3930,3,36,17,103.4,13.8,12.0,4,5.0,0.2,200,24,0
0,4256,69,97,978,847,37,7.0,5168,15,34,11,79.8,12.5,15.0,0,1.0,1.1,200,3,0
1,2399,142,17,1313,1120,0,9.9,7740,15,9,9,99.2,13.5,11.0,3,2.0,0.2,1599,1,0
1,1361,36,3,1129,974,9,8.5,4712,16,17,26,95.5,12.8,12.0,4,3.0,0.0,561,20,0
5,2390,28,13,1037,822,156,10.0,3621,13,24,394,127.7,15.2,15.0,3,6.0,0.4,200,4,0
0,3080,32,0,1074,815,0,8.9,3722,16,14,11,80.1,12.1,13.0,1,5.0,0.0,200,18,0
0,1795,120,122,952,753,0,9.6,6540,6,40,12,100.4,14.0,11.0,6,4.0,1.1,550,4,0
0,4463,33,6,1041,903,8,8.1,10740,7,5,27,98.8,12.8,11.0,2,2.0,0.2,849,1,0
0,1424,180,1,1115,940,5,8.5,3784,19,14,10,94.1,12.8,9.0,4,2.0,0.7,624,3,0
3,4036,2,185,871,667,142,9.9,3037,11,17,364,79.5,11.5,15.0,3,7.0,1.1,200,1,0
3,1382,3389,104,954,809,25,9.2,4695,31,36,25,99.0,14.1,15.0,3,2.0,0.9,582,4,0
10,2090,25,173,996,910,0,8.5,9671,13,23,8,90.6,12.8,12.0,4,2.0,0.2,200,3,0
3,4143,2831,372,1031,903,3,6.4,3744,13,15,7,98.5,13.2,14.0,0,2.0,0.4,200,2,1
1,1182,2994,15,1142,1036,2,8.7,3949,5,13,10,95.4,12.7,8.0,0,3.0,0.7,382,1,0
1,1326,14,3,1080,916,0,8.6,4018,20,9,10,98.9,13.4,9.0,4,1.0,0.4,526,0,0
4,3455,182,6,1218,1087,0,8.3,8298,6,18,10,99.5,13.8,11.0,6,3.0,0.2,555,3,0
3,3213,1959,80,604,649,22,6.7,7373,6,13,13,108.1,13.3,10.0,3,1.0,0.4,900,1,0
1,8474,68,4,1388,1206,254,9.3,5161,0,6,12,112.0,14.1,16.0,2,2.0,0.1,200,1,0
0,3875,3745,4,1144,959,6,8.9,4188,17,41,25,93.7,12.7,11.0,6,4.0,0.1,900,39,0
3,2113,2104,1,502,472,0,3.9,12040,6,90,32,69.7,9.4,7.0,21,9.0,0.1,200,4,0
2,2234,3137,164,1060,915,39,8.5,5873,4,11,10,103.8,13.9,14.0,2,2.0,0.1,200,0,0
1,3438,73,20,1373,1130,250,9.0,4874,5,11,13,113.3,14.5,16.0,3,4.0,0.3,200,2,0
4,1351,3405,22,1036,891,7,8.2,4146,6,56,95,98.0,13.3,15.0,8,1.0,3.0,384,9,0
2,2785,88,7,1220,1017,0,6.7,10980,8,83,19,92.7,13.2,14.0,6,2.0,1.0,200,14,0
1,1399,2823,22,1181,969,2,7.8,5116,17,103,11,89.2,12.7,18.0,8,8.0,1.6,200,48,0
1,2452,2039,2,844,673,30,7.7,6039,13,5,7,94.3,12.9,12.0,0,2.0,0.0,200,1,0
0,2603,7,191,1200,941,1,7.5,4778,6,37,15,99.4,13.6,10.0,4,7.0,0.3,200,11,0
3,1706,3147,257,1385,1127,237,9.1,4780,21,16,12,111.2,14.3,18.0,2,3.0,0.8,200,2,0
137,1884,40,1,1129,1048,220,9.1,5499,20,8,14,109.1,13.7,15.0,6,2.0,0.4,200,2,1
2,1183,1094,6,1230,1071,49,7.1,3471,7,29,944,88.5,13.1,12.0,1,6.0,0.0,383,42,0
3,2429,6,144,1239,1076,46,8.7,9239,15,18,14,119.6,15.1,14.0,2,5.0,0.4,200,2,0
6,3044,118,0,1093,851,0,8.7,3775,6,28,13,90.8,12.6,14.0,2,2.0,1.2,200,2,0
3,6026,3301,153,1482,1183,242,9.7,4876,2,3,13,112.9,14.1,17.0,0,3.0,0.0,200,0,0
0,1181,169,0,1235,1098,6,9.1,5692,12,15,16,109.0,13.9,17.0,2,3.0,0.2,381,5,0
2,1891,3213,499,1003,838,34,7.9,4812,6,20,12,87.2,13.3,13.0,2,7.0,0.1,200,2,0
2,1358,3313,112,1569,1404,283,9.4,5236,6,26,11,116.5,14.5,15.0,5,6.0,0.5,550,4,0
5,9999,3606,1,1546,1340,231,9.1,5419,9,6,12,111.9,13.9,15.0,1,2.0,0.2,7200,0,0
0,2780,380,2,1230,1045,3,8.6,4190,15,27,13,100.8,13.6,11.0,10,5.0,0.2,200,21,0
2,1606,3176,6,1063,821,1,8.8,4837,5,23,10,94.4,12.7,10.0,5,2.0,0.9,396,3,0
10,2246,39,3,409,359,2,2.1,5322,10,19,43,55.7,8.2,10.0,6,3.0,0.3,1096,7,1
4,1767,2928,83,1318,1171,0,8.6,6565,7,6,264,94.9,13.3,12.0,2,2.0,0.0,200,0,0
0,3247,63,3,1003,813,156,9.9,3264,9,28,391,115.5,14.2,13.0,2,3.0,0.6,200,4,0
0,1709,142,19,1114,927,151,10.2,5554,9,30,371,118.1,14.3,14.0,3,2.0,0.7,200,7,0
3,2061,92,171,998,893,42,7.8,9443,16,20,9,99.5,13.7,13.0,3,3.0,0.4,200,1,0
4,1263,47,3,1290,1093,240,9.3,5178,8,4,9,115.1,13.9,14.0,2,2.0,0.0,463,8,0
2,5186,2751,2,1409,1174,260,7.9,4732,14,38,14,115.7,14.5,17.0,2,2.0,2.0,200,14,0
4,3747,2891,54,1159,1027,0,8.5,11820,6,17,12,95.0,13.3,11.0,5,1.0,0.2,200,3,0
5,4745,3178,341,1210,1017,42,8.4,6371,25,49,12,97.8,13.5,19.0,3,2.0,1.2,200,3,0
0,3750,8,109,1033,923,35,8.7,9996,10,21,11,101.9,12.9,15.0,1,1.0,0.2,200,1,0
792,3580,272,0,1312,1099,46,9.8,8343,16,101,12,109.9,15.1,209.0,3,1.0,5.6,200,9,1
0,2653,2260,1,1684,1299,233,9.2,5686,17,25,19,109.9,13.7,15.0,3,3.0,0.6,200,6,0
13,1404,2963,0,854,692,75,6.7,2386,4,36,1104,94.1,12.8,16.0,18,14.0,0.2,200,56,0
2,5371,110,9,1349,1150,73,10.8,8487,38,125,181,102.4,13.9,19.0,3,10.0,1.9,200,36,0
2,3422,3494,4,1017,935,0,9.2,4766,5,13,10,95.9,13.1,10.0,2,1.0,0.5,378,2,0
1,2030,2466,9,1402,1125,243,8.5,4452,19,41,10,116.1,14.4,23.0,3,0.0,2.0,200,11,0
2,1428,18,5,1395,1167,231,8.9,4273,3,19,15,112.9,13.8,13.0,3,2.0,0.6,200,3,0
2,1151,1251,18,1069,891,42,7.6,9957,14,27,18,127.3,17.4,287.0,2,4.0,4.9,351,3,0
9,1675,3393,132,1363,1143,0,8.4,5899,6,24,270,96.7,13.8,15.0,2,26.0,0.7,361,2,0
2,3651,2920,129,1104,961,1,8.3,3863,17,23,62,95.0,13.1,10.0,2,1.0,0.3,200,5,0
2,5531,17,0,1033,896,5,8.3,3992,5,23,80,98.1,13.4,12.0,4,2.0,0.5,200,3,0
3,1178,2035,2,927,769,7,7.6,4567,5,32,73,91.6,12.43,12.0,3,3.0,0.6,200,10,0
1,1720,119,0,1187,1051,1,8.8,4133,16,26,13,98.5,13.2,10.0,7,4.0,0.2,200,16,0
0,3622,58,5,1448,1250,0,7.9,6406,3,28,289,94.8,13.4,14.0,2,4.0,0.8,200,2,0
1,1349,78,1,1128,965,1,6.0,9608,1,5,6,98.1,13.5,15.0,3,2.0,0.0,200,0,0
19,1746,23,25,1186,964,25,7.5,4551,8,24,58,100.4,13.4,12.0,6,3.0,0.0,200,25,0
105,2442,59,0,1081,949,34,9.7,5934,11,38,11,99.0,13.8,13.0,4,1.0,1.2,200,2,1
1,2398,133,16,1047,959,0,8.4,9431,1,18,9,81.9,11.9,12.0,3,2.0,0.4,1598,6,0
2,3051,49,2,1267,1079,3,7.3,7358,4,8,16,98.7,13.5,37.0,6,2.0,0.0,200,3,0
0,1856,126,0,1186,925,33,8.9,5929,15,17,7,97.9,13.4,16.0,2,0.0,0.8,356,0,0
0,4278,58,0,1188,1036,0,8.7,3771,5,29,254,83.5,12.5,12.0,4,6.0,0.1,200,33,0
2,2092,2378,0,1119,972,13,10.2,11340,12,7,12,84.6,11.9,14.0,4,0.0,0.0,200,2,0
2,1148,3560,209,1063,1138,16,8.6,5409,5,5,8,102.8,13.6,10.0,4,0.0,0.3,348,0,0
1,4173,3230,8,1155,1059,206,7.8,4668,18,24,18,122.8,15.0,25.0,1,2.0,2.8,572,3,0
139,2071,55,181,1031,855,84,7.3,7898,9,22,7,91.3,11.5,9.0,0,0.0,0.1,200,3,1
2,1534,2855,2,1213,996,11,6.5,10590,14,20,11,104.4,14.1,15.0,5,1.0,0.1,200,9,0
4,1172,10,0,1002,873,52,8.3,5090,19,24,8,115.3,14.7,11.0,0,3.0,0.3,200,2,0
3,1293,20,115,1037,879,143,7.6,4084,24,78,328,116.5,14.2,16.0,4,7.0,0.6,200,10,0
2,1469,170,16,1086,851,166,10.6,3968,8,13,452,118.2,14.6,17.0,2,3.0,0.2,200,5,0
92,1634,3169,2,1309,1092,1,9.4,6092,14,12,282,99.0,13.2,12.0,0,0.0,0.3,834,2,1
0,2144,136,20,1071,958,2,8.4,3833,11,14,12,101.7,13.7,13.0,3,1.0,0.2,200,2,0
0,2056,101,5,1184,1028,80,8.6,4943,18,25,12,89.9,13.0,13.0,5,4.0,0.1,200,36,0
4,1804,20,132,1431,1183,260,8.3,4337,18,14,12,126.4,15.6,13.0,3,3.0,0.4,200,2,0
5,2753,2876,15,1211,984,43,8.4,10650,30,40,10,105.4,13.1,14.0,3,9.0,0.7,200,2,0
8,2449,3,211,1381,1160,262,8.9,5042,20,15,12,101.7,13.0,15.0,2,1.0,0.3,200,8,0
26,2398,73,182,939,873,1,8.7,3599,5,21,11,90.5,12.4,11.0,4,2.0,0.9,511,2,1
1,1714,52,171,1059,887,0,8.3,4219,5,3,13,99.2,13.4,10.0,2,1.0,0.0,200,1,0
3,2071,3125,443,1123,1023,2,7.6,12600,8,32,10,90.7,13.4,10.0,6,5.0,0.8,200,3,0
4,2883,1994,4,1007,876,12,7.7,8290,15,14,13,103.6,13.9,11.0,2,2.0,0.7,200,2,0
