CA,ANONYMOUS_1,AL,PQINDEX,P,FE,V40,ZN,B,S,SI,MO,NA,CU,ANONYMOUS_2,BA,MG,K,CR,MN,Y_LABEL
3494,1373,2,106,310,76,126.2,62,4,18400,24,2,2,0,401,0,1,0.0,3,0,0
4024,3753,1,253,1006,135,64.9,1170,5,3717,7,2,0,16,200,0,8,1.0,1,7,0
44,1364,2,527,552,112,122.5,16,2,21930,3,0,4,0,200,0,0,0.0,0,0,0
83,3124,2,98,2597,125,133.3,75,7,37130,5,6,6,1,200,0,2,2.0,1,2,0
2201,1345,3,285,2454,59,143.1,44,109,37340,9,1,7,2,200,0,2,43.0,0,2,0
3496,4516,3,113,1048,167,62.0,1235,440,3677,9,3,1,105,375,0,9,1.0,2,2,0
309,2064,2,12,1999,356,134.7,163,17,29650,4,2,4,2,200,0,0,4.0,1,3,0
166,1368,3,58,894,49,124.2,32,131,20930,2,1,2,9,200,2,1,0.0,0,0,0
2958,5573,3,31,230,24,150.5,35,390,14550,0,2,0,2,200,0,0,0.0,0,0,0
56,2059,1,424,293,409,142.3,58,192,19280,12,0,2,89,200,0,0,0.0,8,6,0
153,1668,0,18,2167,63,124.7,216,21,25400,4,0,5,4,200,0,2,0.0,0,1,0
3327,3801,3,247,585,190,135.7,39,466,15060,4,0,6,0,200,0,0,4.0,2,3,0
259,2440,1,31,555,47,139.3,55,33,15170,2,0,0,58,200,0,0,2.0,0,1,0
176,1361,0,34,2269,57,178.6,22,129,26550,11,0,3,2,561,2,0,0.0,0,0,1
144,1719,0,149,953,48,143.0,18,13,19650,3,0,0,0,200,0,2,2.0,1,0,0
3419,5966,3,48,1963,47,188.3,30,11,26970,14,0,4,2,406,0,0,3.0,0,1,0
3117,2065,5,664,871,964,58.2,1049,413,6440,12,6,2,6,200,0,8,1.0,9,6,0
39,3870,0,1319,289,997,135.8,33,23,7204,19,0,4,3,200,0,2,2.0,17,11,0
226,1669,3,1995,1767,343,132.3,49,62,24690,100,0,1,56,200,1,1,0.0,6,4,0
2170,2552,2,270,401,500,138.3,86,0,14530,7,0,0,132,352,0,0,0.0,6,7,0
2937,7503,4,30,1875,143,137.3,53,147,15500,2,0,9,4,200,0,14,3.0,0,9,0
722,2953,7,106,549,42,147.0,74,13,22310,3,0,0,0,200,0,0,2.0,0,0,0
2989,2065,4,1151,314,402,118.5,26,2,11660,10,1,4,2,360,0,4,1.0,9,8,0
124,1410,0,65,223,64,159.3,17,15,14510,23,0,0,9,200,0,0,1.0,2,1,0
69,2859,0,155,990,154,61.3,1115,10,3830,5,3,2,17,982,0,6,2.0,0,3,0
3547,7402,1,33,1180,34,110.4,1076,6,5925,52,0,3,369,6500,0,10,0.0,0,0,0
88,7440,0,16,291,123,161.0,20,15,18790,1,1,0,10,200,0,1,0.0,0,2,0
58,3275,0,150,482,96,147.5,23,4,12810,3,0,1,1,200,0,8,0.0,1,2,0
8,5565,0,487,215,348,140.4,154,2,5243,7,0,3,213,200,0,4,2.0,7,5,0
41,1000,0,28,2033,35,128.1,19,1,23380,0,0,0,2,200,0,0,0.0,0,0,0
1,2037,17,46,1132,42,112.1,1252,171,8527,45,0,2,15,200,1,11,2.0,0,0,0
68,1360,1,1451,2569,1233,145.0,70,0,27464,82,3,2,416,560,0,17,0.0,6,11,0
3552,1365,12,532,1756,773,132.4,86,192,28560,9,0,8,11,407,1,0,1.0,3,7,0
2219,1667,2,965,770,61,126.4,7,129,12540,2,0,0,2,200,0,3,0.0,0,0,0
30,1359,1,36,200,26,141.8,9,0,19890,6,0,0,0,559,0,2,1.0,0,0,0
94,4012,1,25,424,19,148.2,56,11,19550,2,0,0,0,200,0,3,0.0,0,0,0
137,1767,0,116,2801,178,139.4,6,16,35290,0,0,2,5,967,0,0,0.0,0,1,0
10,2393,9,204,1014,72,135.5,15,4,20730,2,0,0,0,200,1,0,5.0,1,0,0
14,3831,1,197,1059,306,127.6,7,0,20920,33,0,0,0,200,0,5,2.0,2,3,0
94,2761,1,36,356,65,138.8,12,4,8721,4,0,3,8,200,0,0,0.0,1,1,0
3501,2019,4,145,898,54,136.4,20,463,19360,4,1,0,0,200,0,0,0.0,0,0,0
116,2406,0,345,904,129,137.0,24,2,17440,24,0,2,0,1606,0,0,1.0,1,1,0
4,1295,0,2875,406,1870,190.2,36,6,19780,1247,0,15,6,200,1,38,39.0,13,27,0
3307,1361,3,254,281,115,183.7,24,19,7652,3,0,5,0,390,0,2,2.0,2,2,0
3853,2065,4,1169,1076,551,56.6,1279,2,3323,13,7,23,104,565,0,10,2.0,2,45,0
2586,1172,4,3215,886,1281,132.3,85,3,18000,469,0,23,155,200,4,8,54.0,25,21,0
2882,1928,1,247,835,93,130.0,8,2,20400,21,0,0,0,375,0,1,1.0,1,0,0
3065,1700,7,99,431,143,143.3,32,249,8313,5,0,1,52,377,0,0,0.0,3,3,0
71,8338,0,589,879,159,130.3,14,7,22630,4,0,2,0,200,0,1,0.0,3,2,0
9,1190,0,1420,325,239,126.8,26,0,4507,10,0,5,1,390,1,0,2.0,3,3,0
1849,2516,2,207,311,125,40.1,68,48,3780,27,0,1,0,200,0,3,0.0,0,2,0
2205,1171,7,29,268,36,200.6,30,24,11390,13,0,0,22,371,6,1,2.0,0,0,0
95,1788,0,45,839,17,130.4,11,8,20960,0,0,1,3,988,1,2,0.0,0,0,0
149,2405,0,1844,1107,1187,58.9,1237,11,8100,13,7,3,9,1605,0,5,0.0,10,8,0
66,6519,1,561,412,337,273.3,46,1,24270,118,0,10,2,1600,0,2,9.0,3,3,0
149,2064,3,551,1157,825,70.5,1406,15,10500,23,9,15,15,200,0,9,3.0,6,8,0
26,3468,0,886,1228,1789,133.3,60,88,20940,808,4,11,7,200,0,24,25.0,18,20,0
2766,2619,3,191,142,124,156.1,5,156,22560,14,0,0,1,200,0,0,1.0,0,0,0
18,1356,3,318,315,92,375.2,11,6,22360,2,0,1,2,200,0,1,2.0,0,1,0
26,1310,1,48,223,89,129.4,23,0,18160,7,0,3,26,510,0,0,0.0,1,1,0
23,1360,27,5285,946,894,171.4,221,113,24900,1849,37,28,11,385,0,24,100.0,33,32,0
2824,2023,3,38,735,240,138.6,40,368,17200,5,0,2,44,200,0,1,2.0,6,4,0
129,2061,1,53,673,40,150.4,11,14,20150,1,1,0,5,1261,0,0,2.0,1,0,0
38,1356,4,4528,1110,829,69.8,1232,5,9107,23,12,9,75,375,2,7,1.0,2,34,1
1043,6961,0,29,2346,69,135.8,29,2,34060,2,2,4,10,200,0,3,2.0,0,1,0
3001,2857,11,84,823,31,132.2,7,107,18100,4,0,0,0,833,0,0,1.0,0,0,0
7,4106,128,75,256,34,145.6,5,161,20140,2,0,0,0,200,0,0,1.0,0,0,1
2573,1980,7,557,441,55,144.7,68,205,20550,16,0,0,0,200,0,9,1.0,0,0,0
203,4525,1,39,175,96,141.5,68,3,14360,4,1,0,3,575,0,0,0.0,1,1,0
18,1719,0,71,1098,135,135.3,22,205,22500,3,0,1,21,200,0,1,1.0,2,2,0
51,2469,3,100,2170,80,121.9,20,7,27540,2,0,1,1,200,0,0,1.0,0,0,0
43,2400,22,164,1005,125,126.9,120,0,20030,65,0,2,4,200,0,6,2.0,3,1,1
3089,1635,5,180,265,240,184.2,59,126,16510,5,0,1,69,200,0,0,1.0,4,4,0
14,1396,0,37,938,438,127.5,97,154,21830,9,1,3,74,200,1,0,2.0,4,4,0
37,2432,1,171,1832,145,122.9,54,211,23900,8,0,3,1,200,0,3,7.0,2,3,0
3541,3156,0,221,804,127,116.3,862,122,5861,52,2,0,115,606,0,10,1.0,0,2,0
68,5258,16,493,2208,83,167.0,17,147,31730,26,0,5,2,200,0,4,1.0,0,1,0
52,2519,0,33,2114,46,142.4,9,190,28150,2,0,0,11,200,0,1,0.0,0,0,0
14,1373,0,234,266,110,203.1,19,3,14380,5,0,0,0,200,1,1,1.0,2,1,0
188,6860,2,345,257,280,154.7,10,25,18510,16,0,2,0,200,0,3,2.0,2,4,0
2866,3468,8,37,2220,1087,184.5,72,196,26520,8,0,5,35,200,0,2,6.0,8,7,0
101,1830,0,213,184,356,144.7,147,7,5957,9,0,2,260,200,0,2,2.0,6,7,0
83,3104,2,20,967,76,62.6,1149,0,6072,15,0,14,2,200,0,9,2.0,3,3,0
3013,2064,2,15,2487,429,142.9,67,2,33750,2,3,4,5,200,0,0,2.0,2,4,0
3730,2033,2,119,1082,41,113.9,1309,108,4710,58,0,20,20,498,0,11,0.0,0,0,0
3473,1363,1,22,275,124,128.2,120,119,18080,3,0,0,141,550,11,7,2.0,2,3,0
3793,2406,1,136,994,51,56.6,1224,367,9598,12,0,4,8,200,0,11,1.0,0,1,0
20,1338,9,34,934,83,134.2,24,9,19560,2,0,0,14,200,1,0,0.0,1,1,0
3447,1558,4,533,1112,305,56.3,1424,391,3439,18,9,12,6,403,0,11,0.0,5,8,0
112,2435,0,13,2045,104,143.6,27,14,28340,5,3,4,0,1635,0,2,0.0,1,2,0
11,1357,1,448,1005,484,126.2,23,0,19010,5,0,5,13,557,1,0,0.0,7,4,0
64,1360,85,3700,933,2190,147.4,7,70,23350,2236,2,8,8,385,2,35,46.0,19,33,1
3299,2377,2,336,1058,109,61.5,1233,455,3705,4,2,4,23,200,0,8,0.0,1,7,0
2476,1532,4,555,808,364,132.4,29,171,19480,12,0,0,8,200,0,0,2.0,2,4,0
3353,4192,3,33,257,106,147.1,7,440,14200,9,0,2,0,200,0,0,0.0,0,0,0
65,5918,4,274,1148,236,140.9,37,3,28840,32,0,2,1,200,0,5,2.0,3,3,0
3780,2051,9,950,1141,224,134.5,33,14,15600,12,0,7,1,200,1,1,2.0,3,4,0
3551,1413,1,119,1377,41,110.2,1520,119,4718,55,0,18,9,613,0,12,0.0,0,2,0
2706,2773,4,558,1141,322,143.8,55,2,30730,42,0,6,1,200,4,5,3.0,4,4,0
2557,1182,3,503,861,189,132.2,27,18,16970,6,3,1,0,200,3,6,1.0,3,3,0
57,2417,1,710,981,1635,135.5,14,58,19930,321,0,3,5,550,0,2,9.0,11,9,0
2081,2403,1,21,497,74,130.3,60,3,17630,1,0,1,26,375,0,0,0.0,0,0,0
25,1319,1,70,269,39,148.2,60,0,17050,2,2,0,8,200,6,0,0.0,0,0,0
5,1415,13,71,268,323,138.5,126,1,17850,5,0,0,217,615,1,1,2.0,7,5,0
3329,7402,0,143,965,47,109.9,1178,109,8955,57,0,0,7,6500,0,8,0.0,0,0,0
2619,7241,1,60,928,434,55.9,933,3,4076,13,1,2,536,200,1,8,1.0,0,3,0
3404,4234,2,44,445,29,143.3,14,465,19630,2,0,0,4,200,0,1,0.0,0,0,0
3040,2066,4,15637,2256,755,139.6,78,131,27760,116,3,4,38,200,0,5,6.0,6,9,0
2676,1419,3,438,1058,58,135.9,114,0,22120,4,13,2,0,200,0,3,0.0,0,0,0
15,1430,3,5,296,12,138.5,115,3,19890,2,1,1,2,200,2,0,1.0,0,0,0
46,2914,0,98,1906,396,112.1,243,29,22780,2,0,2,2,200,0,3,0.0,0,3,0
2757,5288,2,277,945,128,124.7,19,14,19150,10,0,3,1,200,0,2,2.0,1,1,0
185,1689,24,44,705,69,148.4,8,114,26560,5,0,1,4,585,0,4,2.0,1,1,0
3421,5217,2,274,268,201,136.9,17,8,17940,13,0,2,20,200,0,0,0.0,3,2,0
2515,1209,2,73,364,166,133.7,133,13,12090,4,0,2,109,409,2,5,0.0,2,4,0
109,5621,2,936,1094,435,125.5,17,10,21890,59,1,3,2,200,0,4,2.0,7,4,0
3166,5178,5,115,933,418,126.4,71,151,18240,15,0,5,105,200,1,0,2.0,9,6,0
3477,1357,2,43,509,21,284.1,12,112,28690,1,0,0,2,200,1,0,1.0,0,0,0
2,2670,1,629,529,282,151.6,27,42,23090,10,0,0,12,200,0,1,1.0,3,3,0
120,3183,38,439,973,213,132.4,65,0,21990,55,2,2,2,200,0,24,2.0,25,2,1
16,1185,8,1057,560,59,139.2,17,0,21920,0,0,1,0,385,2,0,1.0,0,0,0
106,1679,2,468,936,275,176.3,30,168,32100,5,0,0,30,200,0,16,2.0,6,5,0
3,3476,0,24,317,91,170.5,16,159,12080,2,0,0,4,200,0,1,0.0,0,1,0
2994,1690,10,71,252,145,155.0,40,232,15110,3,0,0,41,200,0,2,1.0,2,2,0
3091,2904,2,45,936,187,113.0,812,105,6142,49,0,0,463,704,1,10,0.0,0,2,0
86,2467,3,5032,476,155,182.9,64,16,17180,4,3,0,7,1667,0,1,0.0,3,2,0
5,4902,0,53,1171,160,65.8,1106,186,5805,6,3,0,15,200,0,6,2.0,1,1,0
128,1190,0,355,411,178,130.4,20,19,16800,3,0,4,1,390,0,0,2.0,2,2,0
3257,3065,1,42,2474,218,132.5,89,9,32950,5,5,5,3,200,0,1,0.0,2,6,0
28,2392,0,457,275,321,131.9,9,1,21110,77,0,3,0,484,0,35,0.0,29,2,0
184,2145,1,13,2656,46,140.2,20,9,37990,1,3,3,2,200,0,1,0.0,0,0,0
22,2775,2,247,181,157,127.1,65,10,13023,20,2,0,1,200,0,14,7.0,3,2,1
60,2050,1,11,2202,9,146.4,100,2,22500,1,2,2,4,550,0,1,4.0,1,1,0
44,2754,6,224,2597,116,149.5,31,2,29910,3,0,3,15,200,0,0,0.0,0,1,0
3488,6780,1,69,946,61,63.6,1102,32,4117,8,0,2,24,5800,0,7,1.0,0,0,0
232,1631,1,22,822,25,134.2,12,21,19330,4,0,1,6,200,0,0,3.0,0,0,0
127,2311,1,65,190,75,156.5,64,14,16990,12,0,1,0,200,0,0,0.0,0,1,0
3446,1423,5,297,933,112,127.3,18,29,18300,1,1,2,0,200,0,0,2.0,3,1,0
3389,7461,0,372,1044,157,47.9,1267,105,3544,13,1,7,31,200,0,9,1.0,3,18,0
3366,1359,3,157,1071,200,133.6,7,94,18860,4,0,1,12,200,3,1,2.0,2,2,0
2889,2061,4,346,939,66,135.5,9,149,19990,2,0,3,0,200,0,0,0.0,0,0,1
3627,3726,0,65,1321,57,116.7,1419,124,4740,60,0,14,5,200,0,12,2.0,0,0,0
40,2070,5,43,1085,45,125.8,38,2,21890,4,0,2,3,200,0,1,1.0,0,0,0
83,6306,0,47,149,55,165.1,49,39,9564,13,0,0,2,200,0,2,2.0,0,0,0
136,1695,0,3275,2287,225,147.7,19,12,27670,14,0,1,5,895,0,0,0.0,4,3,0
1501,3804,2,1073,484,206,135.3,14,182,13470,4,0,3,2,200,0,0,1.0,1,2,0
101,4050,2,244,420,111,238.6,24,11,19750,7,2,1,1,200,0,2,1.0,0,1,0
3217,4110,4,53,1234,49,132.5,38,165,23990,1,0,0,62,200,0,0,0.0,2,0,0
1884,1000,2,183,192,152,143.2,105,2,5434,6,0,2,143,200,1,1,5.0,4,5,0
3930,1186,3,852,652,325,160.1,26,14,21540,7,0,2,1,386,0,2,1.0,4,3,0
3391,2440,2,211,2808,465,181.5,107,4,39620,13,18,8,10,590,0,1,2.0,4,6,0
22,2036,6,354,892,67,135.6,21,0,19340,3,0,0,0,200,2,0,3.0,1,0,0
162,2733,0,2126,41,394,207.8,5,20,18530,228,0,9,0,200,0,3,13.0,2,2,0
2780,1208,4,36,2320,87,147.0,21,1,29580,10,0,2,11,408,3,1,2.0,2,2,0
3217,3625,5,173,340,46,146.2,9,133,21980,1,0,0,0,200,0,0,3.0,1,0,0
2827,1190,5,517,840,88,133.6,19,30,18860,3,0,3,0,200,4,0,1.0,1,1,0
317,3033,711,279,1010,119,374.6,6,7,23760,33,0,2,0,200,12,2,1.0,0,0,1
8,2423,2,508,305,99,138.0,13,19,14450,7,0,2,0,200,0,2,7.0,0,2,0
3481,1528,5,45,155,108,148.5,24,2,18160,4,0,0,27,200,0,2,1.0,3,2,0
31,6306,0,10,666,10,129.2,129,43,19070,0,0,2,3,200,0,2,0.0,0,0,0
1905,4207,3,95,109,46,174.9,11,207,11450,2,0,0,0,200,0,0,0.0,0,0,0
2362,2586,1,74,2285,21,142.1,7,114,28650,4,0,2,2,200,0,1,0.0,0,0,0
30,10782,2,694,441,525,131.8,47,3,20610,131,1,5,3,200,0,12,5.0,6,6,0
287,3210,0,549,1043,220,134.2,17,204,18280,111,0,5,1,200,0,3,9.0,4,3,0
3071,2438,1,91,1865,190,113.0,537,2,20960,11,6,6,8,200,0,4,9.0,2,2,0
18,1742,2,131,1130,47,128.0,10,146,19420,1,0,1,11,200,2,0,0.0,0,0,0
239,2519,10,7,712,8,145.7,63,16,24470,1,0,0,2,200,0,12,0.0,0,0,0
2967,1924,3,100,123,136,157.6,13,1,20910,8,0,0,0,200,1,3,0.0,1,1,0
11,4005,1,44,1001,56,128.6,19,195,20480,0,0,2,19,200,0,0,0.0,1,0,0
2895,2990,5,93,2457,193,141.8,36,117,35310,6,5,4,1,200,0,0,5.0,3,3,0
30,1721,0,134,296,315,133.0,77,174,13510,10,0,3,5,200,0,0,0.0,2,2,0
1466,1892,5,935,881,1044,57.5,921,31,8118,21,7,3,4,406,2,5,2.0,18,14,0
141,5879,3,104,568,72,131.2,27,28,22510,2,0,0,36,200,0,0,0.0,0,0,1
37,1537,2,7,640,22,157.2,9,173,28030,2,0,0,0,200,0,3,0.0,0,0,0
2419,1198,3,1333,961,82,127.0,29,51,21350,8,0,1,0,398,2,10,0.0,0,0,0
17,1750,1,224,375,92,147.9,57,7,19730,2,0,2,0,200,0,5,0.0,1,1,0
19,4535,0,33,301,73,190.3,66,140,8505,2,0,2,4,200,0,0,0.0,1,0,0
2333,3080,6,413,993,662,58.8,1212,161,4239,10,3,3,9,200,0,7,1.0,8,4,0
3297,3796,3,29,470,53,173.7,30,408,23880,1,2,1,7,200,0,0,1.0,1,1,0
5,1193,2,207,527,121,126.5,11,2,18960,5,0,0,0,393,1,0,1.0,1,1,0
3347,6545,4,77,349,26,142.5,9,436,20250,0,0,1,0,900,0,0,0.0,0,0,0
20,3403,2,499,1908,387,148.6,44,1,25158,38,1,2,59,200,0,2,3.0,5,5,0
586,2423,0,1045,546,49,140.7,34,17,21570,1,0,2,0,571,0,0,2.0,0,0,0
115,2077,2,10614,290,3923,217.7,50,4,19530,2662,3,38,14,550,0,262,79.0,39,138,0
2925,2745,5,354,215,666,140.3,131,88,5573,21,1,8,203,200,0,2,2.0,9,9,0
53,9307,4,14278,111,6795,2840.5,43,3,11080,3998,4,14,8,200,0,85,81.0,47,54,0
275,9544,131,97,168,54,148.6,9,10,13930,2,0,0,0,200,10,0,0.0,0,0,1
2861,2852,2,81,1119,64,110.9,1235,169,9662,67,0,6,14,200,0,9,0.0,0,1,0
3192,1618,5,195,559,237,137.8,113,135,12400,6,1,2,180,200,0,2,1.0,6,7,0
2953,1928,2,76,1474,286,125.9,154,3,22360,7,3,4,193,200,0,0,0.0,2,3,0
140,1486,0,757,339,290,134.6,105,18,11470,8,0,3,183,686,0,5,3.0,8,7,0
45,3166,0,1295,942,115,70.4,1167,5,9080,12,3,15,4,200,0,7,2.0,2,2,0
199,8926,6,816,1037,754,62.0,1142,6,4060,9,4,5,70,200,0,8,1.0,4,14,0
2118,3213,2,95,931,58,148.0,558,4,8121,14,0,3,0,900,0,6,0.0,2,0,0
3282,2582,1,331,2254,101,132.9,116,12,29690,3,6,4,1,200,0,0,1.0,0,2,0
854,3136,1,292,1162,126,120.3,136,116,19200,7,4,0,0,200,0,2,2.0,0,2,0
3317,4515,3,487,622,173,175.0,27,454,32970,5,3,2,5,200,0,0,9.0,2,2,0
70,2923,2,153,1185,117,104.6,1388,0,6015,39,1,1,7,200,0,13,0.0,0,1,0
3947,1361,5,46,2489,104,179.4,59,126,37010,15,2,7,3,561,0,4,1.0,2,2,0
62,2470,0,71,829,85,128.4,47,150,19510,16,0,0,0,200,0,16,1.0,0,1,0
348,4304,0,17865,1027,688,121.1,98,43,20090,521,10,5,2,200,0,7,18.0,7,7,0
3460,3470,2,5,902,3,112.5,993,138,4543,4,2,0,0,424,0,20,2.0,0,0,0
3107,1806,11,385,410,419,130.3,17,111,16040,43,0,2,1,200,0,5,2.0,3,4,0
36,5599,1,473,506,311,137.0,25,8,21240,11,0,4,0,200,0,3,0.0,3,2,0
29,1761,1,187,82,111,140.3,41,1,2002,5,0,0,39,200,0,1,0.0,4,2,0
112,1427,0,1166,450,790,144.5,28,2,24050,116,0,6,6,627,0,9,5.0,7,6,0
37,6992,0,42,323,121,138.1,46,3,23050,5,0,0,5,550,0,0,0.0,0,1,0
5,1365,10,344,499,72,143.2,13,3,18180,0,0,3,0,550,1,0,0.0,0,1,1
2501,3183,8,199,718,289,131.5,36,104,14750,6,0,2,50,200,0,0,2.0,5,5,0
119,2563,0,249,213,562,152.7,21,0,14250,41,0,3,2,200,0,3,5.0,9,4,0
2699,2438,5,589,179,114,134.0,20,11,7171,15,0,6,2,375,2,1,1.0,2,2,0
30,1723,0,109,1071,85,145.6,15,5,29950,12,0,0,0,533,0,2,0.0,2,0,0
2874,1732,7,48,2297,60,152.8,30,187,31840,1,0,4,33,200,0,0,0.0,1,1,0
9,1677,2,127,413,189,139.1,45,176,13260,2,0,2,60,200,2,1,2.0,4,5,0
2611,2443,6,875,2256,130,148.0,13,196,26870,5,0,2,4,200,0,0,1.0,3,3,0
5,6278,0,681,2287,631,146.1,26,18,29490,89,0,18,3,200,0,6,4.0,9,8,0
23,1717,0,78,395,90,168.2,34,122,21600,2,4,0,12,900,2,5,2.0,1,1,0
121,6221,0,62,278,36,130.0,12,1,20730,20,0,0,0,200,0,0,2.0,0,0,0
24,2878,0,9,1935,125,140.2,21,3,31180,1,6,0,2,200,0,0,1.0,0,0,0
23,1742,2,56,1066,183,126.2,29,156,21480,3,0,3,11,200,1,2,1.0,2,3,0
14,1387,4,400,525,919,141.1,28,90,15550,54,0,8,3,200,0,13,5.0,9,11,0
4486,1598,3,54,636,52,136.6,18,14,23220,3,0,2,4,378,0,4,0.0,2,0,0
22,1651,2,201,299,62,264.6,22,50,18700,4,0,0,3,333,4,0,1.0,1,0,0
37,3496,0,124,562,84,137.1,37,1,20030,2,0,5,0,200,1,0,0.0,0,1,0
3365,1359,2,101,921,165,131.4,20,96,18680,3,1,0,5,200,0,0,0.0,0,1,0
191,3235,0,93,449,77,138.4,7,19,21360,3,0,0,1,200,0,0,0.0,0,1,0
3230,2665,3,144,493,42,141.5,45,2,20770,2,0,0,12,200,0,0,0.0,0,0,0
3493,8140,3,63,1025,48,128.2,16,433,19260,5,1,2,0,200,0,0,1.0,0,0,0
3489,1611,2,72,572,32,129.8,292,27,17570,3,15,1,0,200,0,3,0.0,0,0,0
3163,1336,4,736,197,634,142.8,116,292,5328,15,0,3,183,200,1,3,1.0,14,12,0
2458,2118,2,129,2127,274,121.4,380,2,26300,12,13,11,12,200,0,2,0.0,3,6,0
117,3454,0,96,649,38,129.8,39,3,20140,2,0,2,3,200,0,0,0.0,0,0,0
124,2393,1,112,448,18,138.0,28,2,26580,0,0,1,2,200,1,0,0.0,0,0,0
3054,4432,4,49,1117,74,58.0,1296,461,9054,13,1,0,12,200,0,9,0.0,0,4,0
561,1583,2,622,1173,50,126.4,19,20,20090,3,0,0,2,200,2,2,1.0,3,0,0
46,1347,0,19,412,34,125.5,24,5,17560,3,0,8,4,364,0,9,0.0,1,0,0
2949,4367,2,752,336,513,117.9,80,4,4733,5,1,2,120,375,0,2,0.0,13,10,0
66,3403,3,86,1873,80,108.0,523,3,23540,10,2,8,14,200,0,3,2.0,0,4,0
3614,5894,2,186,197,154,137.1,31,443,7502,9,0,0,1,200,0,0,0.0,1,1,0
22,1800,5,9434,1111,492,98.8,1164,5,6279,97,179,8,13,200,6,11,5.0,2,6,0
2723,1681,6,11021,1234,358,129.5,18,15,20420,9,0,2,7,200,3,0,0.0,3,4,0
514,1688,1,83,774,134,135.3,233,13,19180,9,0,1,402,200,4,0,2.0,1,6,0
2910,1000,4,128,942,158,59.0,1173,114,7203,17,2,0,2,200,0,3,2.0,0,2,0
160,1336,0,49,896,43,122.0,34,23,20420,2,2,0,14,1600,0,2,0.0,0,0,0
3744,2034,3,14,2786,9,181.1,23,431,36000,21,0,4,0,369,0,0,0.0,0,0,0
3334,5949,6,101,220,65,187.0,36,412,21000,3,0,1,0,200,0,0,1.0,0,0,0
17,1684,3,34,840,14,125.8,52,2,17470,2,4,1,3,200,4,1,0.0,0,0,0
2900,1767,1,121,2461,58,142.4,15,35,30340,2,0,2,9,200,0,5,0.0,0,1,0
0,3026,0,31,504,18,142.9,72,174,20830,0,3,1,3,200,0,0,0.0,0,0,0
15,1206,0,262,412,184,133.7,26,2,14490,4,0,5,2,200,5,3,0.0,2,3,0
2965,11052,3,100,214,102,142.3,64,0,17820,3,2,2,60,550,0,2,0.0,2,2,0
149,2383,0,127,1725,109,141.5,56,16,26170,4,1,4,68,200,0,2,1.0,1,2,0
26,2542,0,79,228,98,145.7,25,170,13390,0,0,0,23,200,0,1,0.0,2,1,0
4,3909,1,57,788,92,142.7,22,2,22310,3,0,2,14,200,0,1,1.0,2,2,0
34,5192,0,71,1069,110,57.5,1383,6,6407,4,2,1,17,200,0,18,0.0,0,6,1
35,2670,1,83,290,135,151.7,6,42,21330,7,0,2,0,200,0,0,0.0,0,0,0
2740,10030,2,351,228,36,170.0,65,384,10070,2,2,0,2,200,0,3,0.0,0,0,0
30,2790,1,385,559,237,150.7,108,0,17550,8,13,1,0,200,0,1,6.0,3,2,0
169,4207,6,22,1005,98,134.5,37,161,20020,5,1,1,20,200,0,0,1.0,2,2,0
133,1823,0,972,744,130,163.7,21,19,23690,10,0,1,0,200,0,6,2.0,1,1,0
78,3128,20,41,284,98,133.6,6,9,20870,20,0,0,0,540,0,2,0.0,0,1,0
94,1331,0,947,1150,1262,133.8,36,12,14810,330,0,24,4,531,0,9,16.0,16,15,0
40,1355,1,114,493,122,147.1,26,111,20028,7,0,0,1,200,1,30,1.0,2,1,1
3274,3295,4,1596,446,1233,169.8,25,36,21180,220,0,6,5,375,0,14,9.0,12,15,0
112,4567,1,348,536,110,156.2,6,9,24630,6,0,1,0,200,0,2,1.0,2,1,0
3600,2210,3,61,659,103,147.2,44,3,12810,4,0,0,56,200,0,9,0.0,0,1,0
3235,1399,3,907,1230,153,129.5,11,84,20060,6,2,2,2,599,3,0,13.0,3,2,0
3317,4453,2,525,1045,150,62.7,1255,173,4499,7,2,1,109,3653,0,8,0.0,1,2,0
4,2090,3,787,438,54,141.6,11,183,13590,0,0,4,0,200,0,0,2.0,0,0,0
116,1756,0,97,2238,121,131.0,3,16,26630,0,0,0,0,956,0,0,1.0,0,0,0
104,3495,3,66,2386,139,136.1,94,8,31480,6,7,7,2,540,0,1,1.0,2,3,0
3160,1343,6,37,2320,79,144.0,16,1,40200,2,2,3,0,200,1,0,1.0,0,1,0
46,4308,0,53,235,76,169.2,8,27,24050,2,0,0,5,200,0,0,0.0,1,0,0
2687,2438,67,166,1266,194,47.3,1424,226,4934,6,0,48,100,200,1,194,2.0,1,35,1
2879,1728,4,302,444,184,139.4,51,11,20420,7,0,1,1,200,0,9,2.0,1,1,0
92,1913,1,11,174,27,142.4,26,2,16810,3,0,2,2,200,0,0,1.0,0,0,0
3052,7693,3,252,245,69,139.3,44,2,19310,1,2,2,0,200,0,0,0.0,0,0,0
150,1375,0,186,1069,639,194.6,14,17,27410,7,19,2,4,200,0,6,0.0,3,4,0
2722,1730,7,198,400,58,144.8,31,208,19310,3,0,0,34,200,0,0,0.0,0,0,0
28,6500,0,38,1049,19,133.1,7,9,20600,0,0,1,2,200,0,0,0.0,0,0,0
2616,1948,9,2820,911,2272,133.1,337,207,20340,832,10,8,519,200,0,22,19.0,58,46,0
60,4131,69,308,755,267,138.7,28,134,20530,27,0,7,0,200,2,0,5.0,4,6,1
64,2416,0,29,100,15,157.7,15,0,10380,4,0,0,3,200,0,0,1.0,0,0,0
